,date,hour,desc
2163,2015-10-28,900,Partly cloudy
2164,2015-10-28,1200,Partly cloudy
2165,2015-10-28,1500,Light rain shower
2166,2015-10-28,1800,Light rain shower
2167,2015-10-28,2100,Partly cloudy
2168,2015-10-29,0,Partly cloudy
2169,2015-10-29,300,Partly cloudy
2170,2015-10-29,600,Partly cloudy
2171,2015-10-29,900,Sunny
2172,2015-10-29,1200,Partly cloudy
2173,2015-10-29,1500,Moderate or heavy rain shower
2174,2015-10-29,1800,Patchy rain possible
2175,2015-10-29,2100,Clear
2176,2015-10-30,0,Clear
2177,2015-10-30,300,Clear
2178,2015-10-30,600,Sunny
2179,2015-10-30,900,Patchy rain possible
2180,2015-10-30,1200,Light rain shower
2181,2015-10-30,1500,Moderate or heavy rain shower
2182,2015-10-30,1800,Light rain shower
2183,2015-10-30,2100,Light rain shower
2184,2015-11-01,0,Partly cloudy
2185,2015-11-01,300,Partly cloudy
2186,2015-11-01,600,Partly cloudy
2187,2015-11-01,900,Patchy rain possible
2188,2015-11-01,1200,Light rain shower
2189,2015-11-01,1500,Moderate or heavy rain shower
2190,2015-11-01,1800,Moderate or heavy rain shower
2191,2015-11-01,2100,Moderate or heavy rain shower
2192,2015-12-01,0,Clear
2193,2015-12-01,300,Clear
2194,2015-12-01,600,Sunny
2195,2015-12-01,900,Partly cloudy
2196,2015-12-01,1200,Light rain shower
2197,2015-12-01,1500,Patchy rain possible
2198,2015-12-01,1800,Light rain shower
2199,2015-12-01,2100,Cloudy
2200,2015-12-02,0,Cloudy
2201,2015-12-02,300,Cloudy
2202,2015-12-02,600,Partly cloudy
2203,2015-12-02,900,Partly cloudy
2204,2015-12-02,1200,Patchy rain possible
2205,2015-12-02,1500,Patchy rain possible
2206,2015-12-02,1800,Light rain shower
2207,2015-12-02,2100,Partly cloudy
2208,2015-12-03,0,Partly cloudy
2209,2015-12-03,300,Clear
2210,2015-12-03,600,Sunny
2211,2015-12-03,900,Sunny
2212,2015-12-03,1200,Partly cloudy
2213,2015-12-03,1500,Patchy rain possible
2214,2015-12-03,1800,Clear
2215,2015-12-03,2100,Clear
2216,2015-12-04,0,Clear
2217,2015-12-04,300,Clear
2218,2015-12-04,600,Sunny
2219,2015-12-04,900,Sunny
2220,2015-12-04,1200,Partly cloudy
2221,2015-12-04,1500,Moderate or heavy rain shower
2222,2015-12-04,1800,Patchy rain possible
2223,2015-12-04,2100,Partly cloudy
2224,2015-12-05,0,Patchy rain possible
2225,2015-12-05,300,Patchy rain possible
2226,2015-12-05,600,Patchy rain possible
2227,2015-12-05,900,Sunny
2228,2015-12-05,1200,Light rain shower
2229,2015-12-05,1500,Moderate or heavy rain shower
2230,2015-12-05,1800,Patchy rain possible
2231,2015-12-05,2100,Partly cloudy
2232,2015-12-06,0,Partly cloudy
2233,2015-12-06,300,Clear
2234,2015-12-06,600,Sunny
2235,2015-12-06,900,Sunny
2236,2015-12-06,1200,Partly cloudy
2237,2015-12-06,1500,Moderate or heavy rain shower
2238,2015-12-06,1800,Moderate or heavy rain shower
2239,2015-12-06,2100,Partly cloudy
2240,2015-12-07,0,Partly cloudy
2241,2015-12-07,300,Partly cloudy
2242,2015-12-07,600,Partly cloudy
2243,2015-12-07,900,Partly cloudy
2244,2015-12-07,1200,Partly cloudy
2245,2015-12-07,1500,Moderate or heavy rain shower
2246,2015-12-07,1800,Partly cloudy
2247,2015-12-07,2100,Patchy rain possible
2248,2015-12-08,0,Clear
2249,2015-12-08,300,Clear
2250,2015-12-08,600,Sunny
2251,2015-12-08,900,Patchy rain possible
2252,2015-12-08,1200,Light rain shower
2253,2015-12-08,1500,Moderate or heavy rain shower
2254,2015-12-08,1800,Moderate or heavy rain shower
2255,2015-12-08,2100,Partly cloudy
2256,2015-12-09,0,Partly cloudy
2257,2015-12-09,300,Light rain shower
2258,2015-12-09,600,Partly cloudy
2259,2015-12-09,900,Sunny
2260,2015-12-09,1200,Light rain shower
2261,2015-12-09,1500,Moderate or heavy rain shower
2262,2015-12-09,1800,Moderate or heavy rain shower
2263,2015-12-09,2100,Moderate or heavy rain shower
2264,2015-12-10,0,Patchy rain possible
2265,2015-12-10,300,Light rain shower
2266,2015-12-10,600,Patchy rain possible
2267,2015-12-10,900,Patchy rain possible
2268,2015-12-10,1200,Patchy rain possible
2269,2015-12-10,1500,Moderate or heavy rain shower
2270,2015-12-10,1800,Patchy rain possible
2271,2015-12-10,2100,Light rain shower
2272,2015-12-11,0,Patchy rain possible
2273,2015-12-11,300,Moderate or heavy rain shower
2274,2015-12-11,600,Moderate or heavy rain shower
2275,2015-12-11,900,Moderate or heavy rain shower
2276,2015-12-11,1200,Moderate or heavy rain shower
2277,2015-12-11,1500,Moderate or heavy rain shower
2278,2015-12-11,1800,Moderate or heavy rain shower
2279,2015-12-11,2100,Patchy rain possible
2280,2015-12-12,0,Patchy rain possible
2281,2015-12-12,300,Patchy rain possible
2282,2015-12-12,600,Patchy rain possible
2283,2015-12-12,900,Patchy rain possible
2284,2015-12-12,1200,Patchy rain possible
2285,2015-12-12,1500,Light rain shower
2286,2015-12-12,1800,Light rain shower
2287,2015-12-12,2100,Patchy light drizzle
2288,2015-12-13,0,Light rain shower
2289,2015-12-13,300,Patchy rain possible
2290,2015-12-13,600,Sunny
2291,2015-12-13,900,Partly cloudy
2292,2015-12-13,1200,Light rain shower
2293,2015-12-13,1500,Moderate or heavy rain shower
2294,2015-12-13,1800,Light rain shower
2295,2015-12-13,2100,Mist
2296,2015-12-14,0,Mist
2297,2015-12-14,300,Mist
2298,2015-12-14,600,Sunny
2299,2015-12-14,900,Sunny
2300,2015-12-14,1200,Partly cloudy
2301,2015-12-14,1500,Moderate or heavy rain shower
2302,2015-12-14,1800,Patchy rain possible
2303,2015-12-14,2100,Patchy rain possible
2304,2015-12-15,0,Partly cloudy
2305,2015-12-15,300,Patchy rain possible
2306,2015-12-15,600,Sunny
2307,2015-12-15,900,Patchy rain possible
2308,2015-12-15,1200,Patchy rain possible
2309,2015-12-15,1500,Light rain shower
2310,2015-12-15,1800,Patchy rain possible
2311,2015-12-15,2100,Patchy rain possible
2312,2015-12-16,0,Partly cloudy
2313,2015-12-16,300,Clear
2314,2015-12-16,600,Sunny
2315,2015-12-16,900,Sunny
2316,2015-12-16,1200,Partly cloudy
2317,2015-12-16,1500,Patchy rain possible
2318,2015-12-16,1800,Patchy rain possible
2319,2015-12-16,2100,Partly cloudy
2320,2015-12-17,0,Light rain shower
2321,2015-12-17,300,Patchy rain possible
2322,2015-12-17,600,Partly cloudy
2323,2015-12-17,900,Sunny
2324,2015-12-17,1200,Partly cloudy
2325,2015-12-17,1500,Moderate or heavy rain shower
2326,2015-12-17,1800,Partly cloudy
2327,2015-12-17,2100,Partly cloudy
2328,2015-12-18,0,Partly cloudy
2329,2015-12-18,300,Mist
2330,2015-12-18,600,Sunny
2331,2015-12-18,900,Sunny
2332,2015-12-18,1200,Sunny
2333,2015-12-18,1500,Sunny
2334,2015-12-18,1800,Clear
2335,2015-12-18,2100,Clear
2336,2015-12-19,0,Cloudy
2337,2015-12-19,300,Patchy rain possible
2338,2015-12-19,600,Partly cloudy
2339,2015-12-19,900,Patchy rain possible
2340,2015-12-19,1200,Cloudy
2341,2015-12-19,1500,Moderate rain at times
2342,2015-12-19,1800,Cloudy
2343,2015-12-19,2100,Patchy rain possible
2344,2015-12-20,0,Cloudy
2345,2015-12-20,300,Patchy rain possible
2346,2015-12-20,600,Cloudy
2347,2015-12-20,900,Patchy rain possible
2348,2015-12-20,1200,Cloudy
2349,2015-12-20,1500,Patchy rain possible
2350,2015-12-20,1800,Cloudy
2351,2015-12-20,2100,Patchy rain possible
2352,2015-12-21,0,Patchy rain possible
2353,2015-12-21,300,Patchy rain possible
2354,2015-12-21,600,Sunny
2355,2015-12-21,900,Sunny
2356,2015-12-21,1200,Patchy rain possible
2357,2015-12-21,1500,Light rain shower
2358,2015-12-21,1800,Patchy rain possible
2359,2015-12-21,2100,Clear
2360,2015-12-22,0,Clear
2361,2015-12-22,300,Clear
2362,2015-12-22,600,Sunny
2363,2015-12-22,900,Sunny
2364,2015-12-22,1200,Sunny
2365,2015-12-22,1500,Sunny
2366,2015-12-22,1800,Clear
2367,2015-12-22,2100,Clear
2368,2015-12-23,0,Clear
2369,2015-12-23,300,Clear
2370,2015-12-23,600,Sunny
2371,2015-12-23,900,Sunny
2372,2015-12-23,1200,Patchy rain possible
2373,2015-12-23,1500,Patchy rain possible
2374,2015-12-23,1800,Moderate or heavy rain shower
2375,2015-12-23,2100,Patchy rain possible
2376,2015-12-24,0,Patchy rain possible
2377,2015-12-24,300,Patchy rain possible
2378,2015-12-24,600,Patchy rain possible
2379,2015-12-24,900,Partly cloudy
2380,2015-12-24,1200,Light rain shower
2381,2015-12-24,1500,Light rain shower
2382,2015-12-24,1800,Moderate or heavy rain shower
2383,2015-12-24,2100,Partly cloudy
2384,2015-12-25,0,Patchy rain possible
2385,2015-12-25,300,Light rain shower
2386,2015-12-25,600,Patchy rain possible
2387,2015-12-25,900,Sunny
2388,2015-12-25,1200,Partly cloudy
2389,2015-12-25,1500,Moderate or heavy rain shower
2390,2015-12-25,1800,Clear
2391,2015-12-25,2100,Patchy rain possible
2392,2015-12-26,0,Mist
2393,2015-12-26,300,Mist
2394,2015-12-26,600,Sunny
2395,2015-12-26,900,Sunny
2396,2015-12-26,1200,Sunny
2397,2015-12-26,1500,Sunny
2398,2015-12-26,1800,Clear
2399,2015-12-26,2100,Clear
2400,2015-12-27,0,Clear
2401,2015-12-27,300,Clear
2402,2015-12-27,600,Sunny
2403,2015-12-27,900,Sunny
2404,2015-12-27,1200,Sunny
2405,2015-12-27,1500,Light rain shower
2406,2015-12-27,1800,Partly cloudy
2407,2015-12-27,2100,Patchy rain possible
2408,2015-12-28,0,Patchy rain possible
2409,2015-12-28,300,Clear
2410,2015-12-28,600,Partly cloudy
2411,2015-12-28,900,Patchy rain possible
2412,2015-12-28,1200,Partly cloudy
2413,2015-12-28,1500,Partly cloudy
2414,2015-12-28,1800,Partly cloudy
2415,2015-12-28,2100,Partly cloudy
2416,2015-12-29,0,Cloudy
2417,2015-12-29,300,Patchy rain possible
2418,2015-12-29,600,Cloudy
2419,2015-12-29,900,Patchy rain possible
2420,2015-12-29,1200,Partly cloudy
2421,2015-12-29,1500,Moderate rain at times
2422,2015-12-29,1800,Cloudy
2423,2015-12-29,2100,Clear
2424,2015-12-30,0,Clear
2425,2015-12-30,300,Clear
2426,2015-12-30,600,Sunny
2427,2015-12-30,900,Sunny
2428,2015-12-30,1200,Sunny
2429,2015-12-30,1500,Sunny
2430,2015-12-30,1800,Partly cloudy
2431,2015-12-30,2100,Clear
2432,2016-01-01,0,Mist
2433,2016-01-01,300,Partly cloudy
2434,2016-01-01,600,Light rain shower
2435,2016-01-01,900,Patchy rain possible
2436,2016-01-01,1200,Light rain shower
2437,2016-01-01,1500,Moderate or heavy rain shower
2438,2016-01-01,1800,Partly cloudy
2439,2016-01-01,2100,Patchy rain possible
2440,2016-01-02,0,Mist
2441,2016-01-02,300,Mist
2442,2016-01-02,600,Sunny
2443,2016-01-02,900,Sunny
2444,2016-01-02,1200,Partly cloudy
2445,2016-01-02,1500,Moderate or heavy rain shower
2446,2016-01-02,1800,Partly cloudy
2447,2016-01-02,2100,Mist
2448,2016-01-03,0,Mist
2449,2016-01-03,300,Mist
2450,2016-01-03,600,Sunny
2451,2016-01-03,900,Sunny
2452,2016-01-03,1200,Partly cloudy
2453,2016-01-03,1500,Cloudy
2454,2016-01-03,1800,Patchy rain possible
2455,2016-01-03,2100,Partly cloudy
2456,2016-01-04,0,Clear
2457,2016-01-04,300,Clear
2458,2016-01-04,600,Sunny
2459,2016-01-04,900,Patchy rain possible
2460,2016-01-04,1200,Partly cloudy
2461,2016-01-04,1500,Patchy rain possible
2462,2016-01-04,1800,Partly cloudy
2463,2016-01-04,2100,Patchy rain possible
2464,2016-01-05,0,Patchy rain possible
2465,2016-01-05,300,Patchy rain possible
2466,2016-01-05,600,Patchy rain possible
2467,2016-01-05,900,Patchy rain possible
2468,2016-01-05,1200,Partly cloudy
2469,2016-01-05,1500,Patchy rain possible
2470,2016-01-05,1800,Light rain shower
2471,2016-01-05,2100,Light rain shower
2472,2016-01-06,0,Mist
2473,2016-01-06,300,Mist
2474,2016-01-06,600,Sunny
2475,2016-01-06,900,Patchy rain possible
2476,2016-01-06,1200,Patchy rain possible
2477,2016-01-06,1500,Moderate or heavy rain shower
2478,2016-01-06,1800,Light rain shower
2479,2016-01-06,2100,Patchy rain possible
2480,2016-01-07,0,Mist
2481,2016-01-07,300,Patchy rain possible
2482,2016-01-07,600,Mist
2483,2016-01-07,900,Sunny
2484,2016-01-07,1200,Sunny
2485,2016-01-07,1500,Patchy rain possible
2486,2016-01-07,1800,Patchy rain possible
2487,2016-01-07,2100,Clear
2488,2016-01-08,0,Clear
2489,2016-01-08,300,Clear
2490,2016-01-08,600,Sunny
2491,2016-01-08,900,Sunny
2492,2016-01-08,1200,Cloudy
2493,2016-01-08,1500,Light rain shower
2494,2016-01-08,1800,Light rain shower
2495,2016-01-08,2100,Partly cloudy
2496,2016-01-09,0,Clear
2497,2016-01-09,300,Partly cloudy
2498,2016-01-09,600,Sunny
2499,2016-01-09,900,Patchy rain possible
2500,2016-01-09,1200,Sunny
2501,2016-01-09,1500,Patchy rain possible
2502,2016-01-09,1800,Patchy rain possible
2503,2016-01-09,2100,Clear
2504,2016-01-10,0,Partly cloudy
2505,2016-01-10,300,Clear
2506,2016-01-10,600,Partly cloudy
2507,2016-01-10,900,Sunny
2508,2016-01-10,1200,Sunny
2509,2016-01-10,1500,Sunny
2510,2016-01-10,1800,Clear
2511,2016-01-10,2100,Clear
2512,2016-01-11,0,Clear
2513,2016-01-11,300,Clear
2514,2016-01-11,600,Sunny
2515,2016-01-11,900,Sunny
2516,2016-01-11,1200,Partly cloudy
2517,2016-01-11,1500,Patchy rain possible
2518,2016-01-11,1800,Partly cloudy
2519,2016-01-11,2100,Clear
2520,2016-01-12,0,Clear
2521,2016-01-12,300,Clear
2522,2016-01-12,600,Sunny
2523,2016-01-12,900,Sunny
2524,2016-01-12,1200,Partly cloudy
2525,2016-01-12,1500,Light rain shower
2526,2016-01-12,1800,Light rain shower
2527,2016-01-12,2100,Partly cloudy
2528,2016-01-13,0,Clear
2529,2016-01-13,300,Clear
2530,2016-01-13,600,Partly cloudy
2531,2016-01-13,900,Partly cloudy
2532,2016-01-13,1200,Partly cloudy
2533,2016-01-13,1500,Patchy rain possible
2534,2016-01-13,1800,Patchy rain possible
2535,2016-01-13,2100,Partly cloudy
2536,2016-01-14,0,Clear
2537,2016-01-14,300,Partly cloudy
2538,2016-01-14,600,Sunny
2539,2016-01-14,900,Patchy rain possible
2540,2016-01-14,1200,Patchy rain possible
2541,2016-01-14,1500,Moderate or heavy rain shower
2542,2016-01-14,1800,Moderate or heavy rain shower
2543,2016-01-14,2100,Patchy rain possible
2544,2016-01-15,0,Patchy rain possible
2545,2016-01-15,300,Clear
2546,2016-01-15,600,Sunny
2547,2016-01-15,900,Sunny
2548,2016-01-15,1200,Light rain shower
2549,2016-01-15,1500,Light rain shower
2550,2016-01-15,1800,Moderate or heavy rain shower
2551,2016-01-15,2100,Patchy rain possible
2552,2016-01-16,0,Moderate or heavy rain shower
2553,2016-01-16,300,Patchy rain possible
2554,2016-01-16,600,Light rain shower
2555,2016-01-16,900,Sunny
2556,2016-01-16,1200,Light rain shower
2557,2016-01-16,1500,Moderate or heavy rain shower
2558,2016-01-16,1800,Moderate or heavy rain shower
2559,2016-01-16,2100,Partly cloudy
2560,2016-01-17,0,Patchy rain possible
2561,2016-01-17,300,Patchy rain possible
2562,2016-01-17,600,Patchy rain possible
2563,2016-01-17,900,Sunny
2564,2016-01-17,1200,Light rain shower
2565,2016-01-17,1500,Moderate or heavy rain shower
2566,2016-01-17,1800,Moderate or heavy rain shower
2567,2016-01-17,2100,Patchy rain possible
2568,2016-01-18,0,Patchy rain possible
2569,2016-01-18,300,Patchy rain possible
2570,2016-01-18,600,Patchy rain possible
2571,2016-01-18,900,Sunny
2572,2016-01-18,1200,Light rain shower
2573,2016-01-18,1500,Patchy rain possible
2574,2016-01-18,1800,Moderate or heavy rain shower
2575,2016-01-18,2100,Clear
2576,2016-01-19,0,Partly cloudy
2577,2016-01-19,300,Clear
2578,2016-01-19,600,Sunny
2579,2016-01-19,900,Moderate or heavy rain shower
2580,2016-01-19,1200,Partly cloudy
2581,2016-01-19,1500,Light rain shower
2582,2016-01-19,1800,Patchy rain possible
2583,2016-01-19,2100,Partly cloudy
2584,2016-01-20,0,Partly cloudy
2585,2016-01-20,300,Partly cloudy
2586,2016-01-20,600,Partly cloudy
2587,2016-01-20,900,Sunny
2588,2016-01-20,1200,Sunny
2589,2016-01-20,1500,Sunny
2590,2016-01-20,1800,Clear
2591,2016-01-20,2100,Clear
2592,2016-01-21,0,Clear
2593,2016-01-21,300,Partly cloudy
2594,2016-01-21,600,Partly cloudy
2595,2016-01-21,900,Sunny
2596,2016-01-21,1200,Sunny
2597,2016-01-21,1500,Sunny
2598,2016-01-21,1800,Clear
2599,2016-01-21,2100,Clear
2600,2016-01-22,0,Clear
2601,2016-01-22,300,Partly cloudy
2602,2016-01-22,600,Sunny
2603,2016-01-22,900,Sunny
2604,2016-01-22,1200,Light rain shower
2605,2016-01-22,1500,Moderate or heavy rain shower
2606,2016-01-22,1800,Light rain shower
2607,2016-01-22,2100,Patchy rain possible
2608,2016-01-23,0,Patchy rain possible
2609,2016-01-23,300,Mist
2610,2016-01-23,600,Partly cloudy
2611,2016-01-23,900,Partly cloudy
2612,2016-01-23,1200,Partly cloudy
2613,2016-01-23,1500,Patchy rain possible
2614,2016-01-23,1800,Patchy rain possible
2615,2016-01-23,2100,Patchy rain possible
2616,2016-01-24,0,Patchy rain possible
2617,2016-01-24,300,Partly cloudy
2618,2016-01-24,600,Sunny
2619,2016-01-24,900,Sunny
2620,2016-01-24,1200,Partly cloudy
2621,2016-01-24,1500,Patchy rain possible
2622,2016-01-24,1800,Clear
2623,2016-01-24,2100,Clear
2624,2016-01-25,0,Clear
2625,2016-01-25,300,Clear
2626,2016-01-25,600,Sunny
2627,2016-01-25,900,Sunny
2628,2016-01-25,1200,Partly cloudy
2629,2016-01-25,1500,Patchy rain possible
2630,2016-01-25,1800,Clear
2631,2016-01-25,2100,Clear
2632,2016-01-26,0,Clear
2633,2016-01-26,300,Clear
2634,2016-01-26,600,Sunny
2635,2016-01-26,900,Partly cloudy
2636,2016-01-26,1200,Partly cloudy
2637,2016-01-26,1500,Moderate or heavy rain shower
2638,2016-01-26,1800,Clear
2639,2016-01-26,2100,Patchy rain possible
2640,2016-01-27,0,Clear
2641,2016-01-27,300,Mist
2642,2016-01-27,600,Sunny
2643,2016-01-27,900,Partly cloudy
2644,2016-01-27,1200,Patchy rain possible
2645,2016-01-27,1500,Moderate or heavy rain shower
2646,2016-01-27,1800,Clear
2647,2016-01-27,2100,Patchy rain possible
2648,2016-01-28,0,Mist
2649,2016-01-28,300,Mist
2650,2016-01-28,600,Partly cloudy
2651,2016-01-28,900,Patchy rain possible
2652,2016-01-28,1200,Partly cloudy
2653,2016-01-28,1500,Moderate or heavy rain shower
2654,2016-01-28,1800,Patchy rain possible
2655,2016-01-28,2100,Partly cloudy
2656,2016-01-29,0,Clear
2657,2016-01-29,300,Clear
2658,2016-01-29,600,Sunny
2659,2016-01-29,900,Sunny
2660,2016-01-29,1200,Partly cloudy
2661,2016-01-29,1500,Moderate or heavy rain shower
2662,2016-01-29,1800,Moderate or heavy rain shower
2663,2016-01-29,2100,Patchy rain possible
2664,2016-01-30,0,Clear
2665,2016-01-30,300,Patchy rain possible
2666,2016-01-30,600,Sunny
2667,2016-01-30,900,Partly cloudy
2668,2016-01-30,1200,Sunny
2669,2016-01-30,1500,Sunny
2670,2016-01-30,1800,Partly cloudy
2671,2016-01-30,2100,Clear
2672,2016-01-31,0,Clear
2673,2016-01-31,300,Clear
2674,2016-01-31,600,Sunny
2675,2016-01-31,900,Sunny
2676,2016-01-31,1200,Partly cloudy
2677,2016-01-31,1500,Partly cloudy
2678,2016-01-31,1800,Partly cloudy
2679,2016-01-31,2100,Partly cloudy
2680,2016-02-01,0,Partly cloudy
2681,2016-02-01,300,Clear
2682,2016-02-01,600,Sunny
2683,2016-02-01,900,Sunny
2684,2016-02-01,1200,Sunny
2685,2016-02-01,1500,Patchy rain possible
2686,2016-02-01,1800,Clear
2687,2016-02-01,2100,Clear
2688,2016-02-02,0,Clear
2689,2016-02-02,300,Clear
2690,2016-02-02,600,Sunny
2691,2016-02-02,900,Sunny
2692,2016-02-02,1200,Partly cloudy
2693,2016-02-02,1500,Partly cloudy
2694,2016-02-02,1800,Cloudy
2695,2016-02-02,2100,Light rain shower
2696,2016-02-03,0,Patchy rain possible
2697,2016-02-03,300,Clear
2698,2016-02-03,600,Partly cloudy
2699,2016-02-03,900,Partly cloudy
2700,2016-02-03,1200,Partly cloudy
2701,2016-02-03,1500,Moderate or heavy rain shower
2702,2016-02-03,1800,Partly cloudy
2703,2016-02-03,2100,Partly cloudy
2704,2016-02-04,0,Clear
2705,2016-02-04,300,Clear
2706,2016-02-04,600,Partly cloudy
2707,2016-02-04,900,Partly cloudy
2708,2016-02-04,1200,Cloudy
2709,2016-02-04,1500,Moderate or heavy rain shower
2710,2016-02-04,1800,Mist
2711,2016-02-04,2100,Moderate or heavy rain shower
2712,2016-02-05,0,Mist
2713,2016-02-05,300,Partly cloudy
2714,2016-02-05,600,Partly cloudy
2715,2016-02-05,900,Patchy rain possible
2716,2016-02-05,1200,Partly cloudy
2717,2016-02-05,1500,Patchy rain possible
2718,2016-02-05,1800,Patchy rain possible
2719,2016-02-05,2100,Patchy rain possible
2720,2016-02-06,0,Patchy rain possible
2721,2016-02-06,300,Partly cloudy
2722,2016-02-06,600,Partly cloudy
2723,2016-02-06,900,Sunny
2724,2016-02-06,1200,Partly cloudy
2725,2016-02-06,1500,Moderate or heavy rain shower
2726,2016-02-06,1800,Clear
2727,2016-02-06,2100,Clear
2728,2016-02-07,0,Partly cloudy
2729,2016-02-07,300,Clear
2730,2016-02-07,600,Sunny
2731,2016-02-07,900,Sunny
2732,2016-02-07,1200,Partly cloudy
2733,2016-02-07,1500,Moderate or heavy rain shower
2734,2016-02-07,1800,Clear
2735,2016-02-07,2100,Clear
2736,2016-02-08,0,Clear
2737,2016-02-08,300,Partly cloudy
2738,2016-02-08,600,Sunny
2739,2016-02-08,900,Partly cloudy
2740,2016-02-08,1200,Partly cloudy
2741,2016-02-08,1500,Partly cloudy
2742,2016-02-08,1800,Clear
2743,2016-02-08,2100,Cloudy
2744,2016-02-09,0,Partly cloudy
2745,2016-02-09,300,Cloudy
2746,2016-02-09,600,Cloudy
2747,2016-02-09,900,Partly cloudy
2748,2016-02-09,1200,Partly cloudy
2749,2016-02-09,1500,Partly cloudy
2750,2016-02-09,1800,Partly cloudy
2751,2016-02-09,2100,Partly cloudy
2752,2016-02-10,0,Partly cloudy
2753,2016-02-10,300,Partly cloudy
2754,2016-02-10,600,Partly cloudy
2755,2016-02-10,900,Patchy light drizzle
2756,2016-02-10,1200,Patchy light drizzle
2757,2016-02-10,1500,Cloudy
2758,2016-02-10,1800,Partly cloudy
2759,2016-02-10,2100,Light rain shower
2760,2016-02-11,0,Light rain
2761,2016-02-11,300,Light rain
2762,2016-02-11,600,Light rain
2763,2016-02-11,900,Partly cloudy
2764,2016-02-11,1200,Light rain shower
2765,2016-02-11,1500,Moderate or heavy rain shower
2766,2016-02-11,1800,Light rain shower
2767,2016-02-11,2100,Moderate or heavy rain shower
2768,2016-02-12,0,Mist
2769,2016-02-12,300,Mist
2770,2016-02-12,600,Mist
2771,2016-02-12,900,Partly cloudy
2772,2016-02-12,1200,Partly cloudy
2773,2016-02-12,1500,Moderate or heavy rain shower
2774,2016-02-12,1800,Light rain shower
2775,2016-02-12,2100,Patchy rain possible
2776,2016-02-13,0,Patchy rain possible
2777,2016-02-13,300,Mist
2778,2016-02-13,600,Sunny
2779,2016-02-13,900,Sunny
2780,2016-02-13,1200,Partly cloudy
2781,2016-02-13,1500,Moderate or heavy rain shower
2782,2016-02-13,1800,Light rain shower
2783,2016-02-13,2100,Patchy rain possible
2784,2016-02-14,0,Mist
2785,2016-02-14,300,Light rain shower
2786,2016-02-14,600,Patchy rain possible
2787,2016-02-14,900,Patchy rain possible
2788,2016-02-14,1200,Light rain shower
2789,2016-02-14,1500,Moderate or heavy rain shower
2790,2016-02-14,1800,Patchy rain possible
2791,2016-02-14,2100,Patchy rain possible
2792,2016-02-15,0,Light rain shower
2793,2016-02-15,300,Patchy rain possible
2794,2016-02-15,600,Patchy rain possible
2795,2016-02-15,900,Patchy rain possible
2796,2016-02-15,1200,Patchy rain possible
2797,2016-02-15,1500,Patchy rain possible
2798,2016-02-15,1800,Clear
2799,2016-02-15,2100,Patchy rain possible
2800,2016-02-16,0,Mist
2801,2016-02-16,300,Patchy rain possible
2802,2016-02-16,600,Patchy rain possible
2803,2016-02-16,900,Sunny
2804,2016-02-16,1200,Sunny
2805,2016-02-16,1500,Patchy rain possible
2806,2016-02-16,1800,Clear
2807,2016-02-16,2100,Clear
2808,2016-02-17,0,Clear
2809,2016-02-17,300,Clear
2810,2016-02-17,600,Sunny
2811,2016-02-17,900,Sunny
2812,2016-02-17,1200,Sunny
2813,2016-02-17,1500,Partly cloudy
2814,2016-02-17,1800,Patchy rain possible
2815,2016-02-17,2100,Partly cloudy
2816,2016-02-18,0,Clear
2817,2016-02-18,300,Clear
2818,2016-02-18,600,Sunny
2819,2016-02-18,900,Partly cloudy
2820,2016-02-18,1200,Partly cloudy
2821,2016-02-18,1500,Moderate or heavy rain shower
2822,2016-02-18,1800,Clear
2823,2016-02-18,2100,Clear
2824,2016-02-19,0,Clear
2825,2016-02-19,300,Clear
2826,2016-02-19,600,Sunny
2827,2016-02-19,900,Patchy rain possible
2828,2016-02-19,1200,Partly cloudy
2829,2016-02-19,1500,Moderate or heavy rain shower
2830,2016-02-19,1800,Patchy rain possible
2831,2016-02-19,2100,Moderate or heavy rain shower
2832,2016-02-20,0,Mist
2833,2016-02-20,300,Mist
2834,2016-02-20,600,Sunny
2835,2016-02-20,900,Sunny
2836,2016-02-20,1200,Sunny
2837,2016-02-20,1500,Light rain shower
2838,2016-02-20,1800,Patchy rain possible
2839,2016-02-20,2100,Partly cloudy
2840,2016-02-21,0,Clear
2841,2016-02-21,300,Clear
2842,2016-02-21,600,Sunny
2843,2016-02-21,900,Sunny
2844,2016-02-21,1200,Sunny
2845,2016-02-21,1500,Sunny
2846,2016-02-21,1800,Clear
2847,2016-02-21,2100,Clear
2848,2016-02-22,0,Clear
2849,2016-02-22,300,Clear
2850,2016-02-22,600,Sunny
2851,2016-02-22,900,Sunny
2852,2016-02-22,1200,Sunny
2853,2016-02-22,1500,Sunny
2854,2016-02-22,1800,Clear
2855,2016-02-22,2100,Clear
2856,2016-02-23,0,Clear
2857,2016-02-23,300,Clear
2858,2016-02-23,600,Sunny
2859,2016-02-23,900,Sunny
2860,2016-02-23,1200,Sunny
2861,2016-02-23,1500,Partly cloudy
2862,2016-02-23,1800,Partly cloudy
2863,2016-02-23,2100,Partly cloudy
2864,2016-02-24,0,Partly cloudy
2865,2016-02-24,300,Clear
2866,2016-02-24,600,Sunny
2867,2016-02-24,900,Sunny
2868,2016-02-24,1200,Partly cloudy
2869,2016-02-24,1500,Patchy rain possible
2870,2016-02-24,1800,Patchy rain possible
2871,2016-02-24,2100,Patchy rain possible
2872,2016-02-25,0,Clear
2873,2016-02-25,300,Partly cloudy
2874,2016-02-25,600,Sunny
