Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,latitude,longitude,Num_of_Baskets
2015-12-10,08:47:48,indian,female,fat,22.0,yes,toddler,big,red,formal,black ,short_sleeve,green,long,clothes,3,8,no,3.131151904286842,101.67981678106258,1.0
2016-02-29,01:37:12,foreigner ,male,thin,41.0,no,toddler ,small,white,casual,blue,long sleeve,pink,short,clothes,5,9,yes,3.132243823535441,101.70287955794187,1.0
2016-02-15,00:18:46,malay,male,thin,56.0,yes,young,small,yellow,casual,yellow,long sleeve,blue ,long,blankets,3,10,no,3.1217578977658285,101.67860473997264,1.0
2016-02-03,03:54:21,foreigner ,female,moderate,51.0,yes,no_kids,small,yellow,formal,pink,short_sleeve,purple,long,clothes,4,7,yes,3.1141560092893443,101.65604697001737,3.0
2015-12-29,19:20:07,malay,female,thin,58.0,yes,young,big,orange,formal,pink,short_sleeve,orange,long,blankets,4,10,yes,3.1334543067514242,101.70017417038522,3.0
2016-02-16,20:45:31,malay,female,thin,35.0,no,toddler ,big,blue,traditional,black,long sleeve,white,long,blankets,5,7,yes,3.123839383314606,101.64244144618473,3.0
2016-02-26,02:30:50,chinese,female,thin,32.0,yes,toddler,small,black,traditional,yellow,short_sleeve,blue,short,clothes,3,8,no,3.080667819221908,101.70411606178212,1.0
2016-01-28,08:05:57,chinese,female,moderate,37.0,no,young,small,yellow,traditional,yellow,long sleeve,red,long,clothes,3,10,yes,3.125435554255827,101.69923465331975,3.0
2016-01-18,02:14:18,foreigner ,female,moderate,52.0,yes,no_kids,big,blue,formal,black ,short_sleeve,blue  ,long,clothes,4,10,no,3.095969219550697,101.65841992321873,1.0
2015-12-28,20:54:00,chinese,female,thin,31.0,no,no_kids,big,orange,casual,brown,short_sleeve,blue  ,short,blankets,5,10,no,3.1313832396706207,101.66648761962412,2.0
2015-12-26,01:05:50,indian,female,fat,25.0,yes,baby,small,orange,traditional,pink,long sleeve,blue,long,clothes,5,10,yes,3.088269146044494,101.66149858581075,2.0
2016-02-23,14:19:16,chinese,female,thin,23.0,yes,young,small,red,traditional,brown,short_sleeve,black,short,clothes,5,10,yes,3.13078111052089,101.65292213396812,1.0
2016-02-15,13:02:48,chinese,male,fat,56.0,no,toddler,small,red,formal,brown,short_sleeve,grey,short,clothes,4,10,yes,3.1271768967320512,101.67372708489417,2.0
2015-12-25,18:30:35,foreigner ,female,moderate,30.0,yes,no_kids,small,grey,traditional,purple,long sleeve,pink,short,blankets,4,10,yes,3.0855207793331756,101.681108491571,3.0
2015-12-06,15:53:30,chinese,male,fat,30.0,yes,young,small,red,formal,red,short_sleeve,black,long,clothes,5,7,yes,3.0868209716778723,101.67630979655156,1.0
2016-01-04,00:55:17,malay,female,moderate,59.0,no,no_kids,small,green,traditional,orange,long sleeve,black ,short,clothes,5,8,no,3.1112024311128486,101.68102493539516,3.0
2016-02-15,04:37:57,foreigner ,female,thin,44.0,no,young,big,green,traditional,orange,long sleeve,blue ,long,blankets,4,9,no,3.1259588543131476,101.68349844726565,3.0
2016-01-29,16:19:53,malay,female,moderate,56.0,yes,young,big,white,formal,green,long sleeve,pink,long,blankets,6,8,no,3.0825700810216565,101.6610855021062,2.0
2016-01-13,15:22:49,malay,female,moderate,46.0,yes,young,small,black,traditional,brown,short_sleeve,purple,long,blankets,3,10,no,3.095794981305038,101.69392872110727,2.0
2016-02-18,09:24:27,foreigner ,male,fat,18.0,yes,young,big,yellow,casual,pink,long sleeve,white,short,blankets,6,7,no,3.132365582950594,101.64237579580059,3.0
2016-01-29,21:01:45,indian,male,thin,59.0,no,young,small,brown,casual,grey,short_sleeve,brown,short,clothes,4,8,no,3.1388663254656546,101.67468860790646,1.0
2015-12-22,19:42:13,foreigner ,female,moderate,49.0,yes,toddler,big,black,traditional,green,short_sleeve,blue  ,short,clothes,4,9,no,3.0760941231804035,101.67980820335994,3.0
2015-12-13,20:21:42,malay,female,fat,18.0,yes,baby,small,black,casual,brown,long sleeve,pink,short,clothes,6,9,no,3.099900438308043,101.64409127551811,3.0
2015-12-06,11:21:30,malay,male,thin,26.0,yes,baby,small,blue,casual,pink,short_sleeve,blue  ,short,blankets,3,10,no,3.1085761088598094,101.70514536589766,2.0
2015-12-21,02:56:28,chinese,female,fat,50.0,yes,toddler ,small,purple,formal,purple,short_sleeve,white,short,clothes,3,7,yes,3.1009274120814836,101.65653954246741,2.0
2016-01-01,14:24:55,foreigner ,male,fat,24.0,yes,toddler ,big,brown,traditional,yellow,short_sleeve,black,short,blankets,4,8,no,3.1153741103279704,101.65919850648359,1.0
2015-12-24,01:40:39,chinese,female,fat,49.0,yes,no_kids,big,blue,casual,brown,long sleeve,blue,short,clothes,6,9,yes,3.13316754986442,101.67369095246062,3.0
2015-12-20,10:48:12,chinese,female,fat,24.0,yes,baby,small,grey,casual,yellow,short_sleeve,green,short,blankets,6,8,no,3.1236507915849194,101.64407854299007,1.0
2016-02-24,19:37:57,chinese,female,thin,35.0,yes,toddler,big,grey,formal,purple,short_sleeve,purple,short,clothes,5,9,yes,3.1198578564274158,101.65091844238232,1.0
2016-01-17,19:10:30,foreigner ,female,thin,20.0,yes,no_kids,small,grey,traditional,black ,long sleeve,blue,short,clothes,4,8,no,3.082357242892398,101.70028298953827,1.0
2015-12-07,15:06:10,malay,female,fat,27.0,yes,toddler ,big,blue,casual,yellow,short_sleeve,yellow,long,blankets,3,8,yes,3.075524525058336,101.66107287881171,2.0
2016-02-07,07:33:12,malay,female,thin,42.0,no,baby,big,pink,formal,black,short_sleeve,blue_jeans,short,clothes,4,9,yes,3.093444103882299,101.70365331366212,1.0
2016-02-12,04:15:32,indian,male,fat,32.0,no,young,small,white,casual,white,long sleeve,purple,long,clothes,6,9,no,3.07690607182977,101.68337167949652,1.0
2015-12-25,19:03:32,malay,female,moderate,42.0,no,no_kids,big,green,traditional,purple,short_sleeve,blue,long,clothes,4,7,no,3.0812783394512047,101.66066445982305,2.0
2016-01-17,18:38:35,indian,male,thin,52.0,no,no_kids,big,purple,formal,red,long sleeve,black ,short,clothes,3,7,no,3.098918919540804,101.6785476677482,2.0
2016-01-02,05:01:21,foreigner ,female,fat,48.0,yes,toddler,small,black,traditional,orange,long sleeve,blue  ,short,clothes,6,10,yes,3.079272502522983,101.6818898403195,1.0
2016-02-13,19:58:25,foreigner ,female,thin,50.0,yes,toddler,big,orange,formal,black ,short_sleeve,white,long,clothes,5,9,no,3.1107339065912614,101.6689498497405,3.0
2016-02-29,09:13:12,malay,female,moderate,29.0,no,baby,big,blue,casual,red,short_sleeve,white,long,blankets,5,9,no,3.081118972997764,101.66378677183683,2.0
2016-03-01,07:39:11,chinese,male,thin,39.0,yes,baby,small,grey,casual,pink,long sleeve,red,long,clothes,3,7,yes,3.0736385668228023,101.69222290247237,3.0
2015-12-17,11:04:55,foreigner ,female,thin,55.0,no,baby,big,black,traditional,brown,short_sleeve,grey,long,blankets,3,7,no,3.06756154481687,101.66363892422768,2.0
2015-12-23,07:53:25,indian,female,fat,46.0,yes,baby,big,grey,casual,pink,short_sleeve,purple,long,blankets,3,8,no,3.133834080460207,101.65365493998107,1.0
2015-12-29,05:24:58,malay,female,fat,57.0,yes,toddler ,small,purple,formal,red,long sleeve,purple,short,blankets,6,8,no,3.1046343341652904,101.65100625170196,1.0
2015-12-29,20:47:14,chinese,male,fat,33.0,no,toddler,big,yellow,formal,brown,long sleeve,brown,long,blankets,3,8,no,3.13568648006926,101.69746443686125,1.0
2016-02-17,23:46:22,chinese,male,fat,36.0,yes,baby,small,white,traditional,yellow,long sleeve,red,long,clothes,5,7,yes,3.089271178171313,101.69271480272238,3.0
2016-02-28,22:20:19,malay,female,thin,33.0,no,no_kids,big,purple,formal,blue,short_sleeve,blue,short,clothes,3,8,yes,3.107827799266497,101.65601703451303,1.0
2015-12-06,04:51:04,chinese,female,fat,33.0,yes,toddler,big,red,traditional,pink,short_sleeve,white,long,blankets,6,9,yes,3.076286672695083,101.65792650911112,3.0
2016-02-05,17:02:22,malay,male,thin,33.0,no,no_kids,small,white,casual,black ,long sleeve,blue_jeans,long,blankets,3,7,no,3.1123180987957317,101.70675113202651,1.0
2016-01-05,03:01:00,indian,male,fat,48.0,no,toddler ,big,purple,traditional,purple,long sleeve,red,short,clothes,3,9,no,3.1230913691746807,101.70320005665207,1.0
2016-02-14,14:38:22,foreigner ,male,moderate,47.0,yes,toddler,big,pink,traditional,brown,long sleeve,brown,short,clothes,4,8,yes,3.0806351322402397,101.70397017988388,2.0
2016-01-21,11:59:53,indian,female,moderate,48.0,yes,toddler ,big,grey,formal,brown,long sleeve,pink,long,blankets,6,7,yes,3.072665695040552,101.70601840814028,2.0
2016-02-16,23:35:12,foreigner ,female,thin,26.0,no,toddler ,small,purple,casual,grey,long sleeve,black,short,blankets,6,10,yes,3.076784123530069,101.66569694871369,3.0
2016-01-26,14:38:58,chinese,female,thin,42.0,yes,no_kids,small,white,traditional,red,long sleeve,purple,long,blankets,3,10,no,3.0916700962031194,101.66350509898585,2.0
2015-12-06,19:26:22,foreigner ,female,thin,18.0,yes,toddler,big,red,formal,black ,long sleeve,pink,short,clothes,6,10,yes,3.120158475833132,101.69877185043433,2.0
2015-12-30,14:13:04,malay,male,fat,20.0,no,no_kids,big,purple,traditional,grey,long sleeve,blue  ,long,clothes,6,9,no,3.108055171153149,101.67846797880095,3.0
2016-03-01,08:00:20,foreigner ,female,moderate,41.0,yes,baby,big,green,traditional,grey,long sleeve,black ,short,blankets,6,8,no,3.085532741378552,101.70319065927617,1.0
2016-01-23,02:16:10,chinese,male,moderate,21.0,no,toddler ,big,green,traditional,grey,long sleeve,yellow,short,blankets,4,7,yes,3.1076402196754107,101.66914202407403,1.0
2016-02-04,21:57:51,malay,female,fat,18.0,yes,young,big,blue,formal,white,long sleeve,black,short,clothes,5,7,yes,3.107255717261971,101.64790747122433,3.0
2016-01-31,04:51:08,chinese,male,thin,31.0,no,toddler ,small,orange,traditional,orange,long sleeve,pink,long,blankets,6,9,no,3.0746145777559506,101.70484877185262,3.0
2015-12-27,03:01:57,chinese,male,thin,54.0,yes,toddler,big,grey,formal,brown,long sleeve,black ,short,clothes,6,7,no,3.0824182806486893,101.65938228521631,1.0
2015-12-29,10:11:48,malay,female,fat,38.0,no,baby,big,yellow,traditional,yellow,short_sleeve,white,long,blankets,3,10,no,3.1070912941425077,101.67437027150152,3.0
2016-01-09,19:54:35,foreigner ,male,fat,58.0,no,toddler ,big,black,casual,pink,short_sleeve,purple,long,blankets,4,9,no,3.1069813354399916,101.66596678674898,2.0
2016-01-17,01:21:29,chinese,female,fat,28.0,no,toddler ,small,orange,traditional,red,long sleeve,blue,short,clothes,6,9,yes,3.0960162629844667,101.65235943402818,1.0
2016-01-02,19:17:26,malay,female,moderate,59.0,yes,no_kids,big,grey,casual,red,long sleeve,yellow,long,blankets,3,8,yes,3.102703947159459,101.66994781156929,1.0
2015-12-05,00:38:22,malay,female,fat,38.0,yes,toddler ,big,green,traditional,green,long sleeve,grey,short,blankets,3,9,no,3.134980961190234,101.64965972150561,3.0
2016-01-24,03:45:49,chinese,male,moderate,37.0,yes,toddler,small,yellow,formal,purple,long sleeve,brown,short,blankets,5,9,yes,3.11135283600847,101.70756433970854,2.0
2015-12-01,14:14:52,chinese,female,thin,45.0,no,no_kids,small,pink,traditional,black ,long sleeve,black ,long,blankets,5,7,yes,3.0736331164238497,101.69058146713043,2.0
2015-12-12,18:02:33,malay,female,thin,27.0,yes,baby,big,purple,formal,red,long sleeve,blue  ,long,clothes,4,8,yes,3.1295487691075445,101.66366952199799,2.0
2016-01-21,05:31:55,foreigner ,female,fat,31.0,no,young,small,green,traditional,orange,long sleeve,yellow,short,clothes,6,8,yes,3.1079743121650223,101.6468807404289,1.0
2016-02-07,11:17:53,chinese,male,thin,40.0,no,baby,big,brown,traditional,yellow,long sleeve,blue ,long,clothes,6,8,no,3.091050967672327,101.65789790745,3.0
2015-12-27,15:27:52,foreigner ,female,moderate,28.0,no,baby,big,yellow,formal,pink,short_sleeve,purple,short,blankets,6,10,yes,3.1164251452256173,101.64453183631865,2.0
2015-12-16,20:54:47,foreigner ,female,fat,39.0,no,toddler,big,black,formal,green,short_sleeve,black ,long,blankets,5,10,yes,3.1016994946551386,101.67900573890498,3.0
2015-12-17,06:42:44,malay,male,moderate,26.0,yes,young,small,white,casual,pink,long sleeve,blue,long,clothes,5,10,yes,3.134337767837168,101.70442226833175,1.0
2016-02-09,09:23:07,foreigner ,male,fat,37.0,no,toddler ,small,yellow,traditional,blue,long sleeve,blue  ,short,clothes,3,8,yes,3.0669769865240606,101.68088702881211,1.0
2015-12-03,15:54:42,foreigner ,female,thin,31.0,no,no_kids,big,white,traditional,grey,short_sleeve,brown,long,blankets,4,10,yes,3.0956209068518725,101.67778848232378,1.0
2015-12-18,20:13:43,indian,female,thin,55.0,yes,no_kids,big,black,traditional,orange,short_sleeve,brown,long,clothes,5,10,yes,3.1138194804139565,101.65966571114399,1.0
2016-02-04,21:44:35,chinese,female,moderate,18.0,yes,baby,big,orange,formal,purple,short_sleeve,black ,short,blankets,6,7,yes,3.1219458498325743,101.70438056113858,1.0
2016-01-02,05:52:18,malay,male,thin,32.0,yes,toddler ,big,black,formal,green,short_sleeve,black,short,clothes,4,9,yes,3.1312439711071645,101.69294988321549,2.0
2016-01-08,16:04:39,malay,male,moderate,50.0,yes,toddler,small,yellow,formal,black,short_sleeve,blue  ,long,blankets,5,9,no,3.104702888116172,101.67425474175369,3.0
2016-02-07,20:53:16,malay,male,thin,18.0,no,young,big,grey,casual,green,long sleeve,grey,short,clothes,4,8,yes,3.120769182626943,101.69415313033348,1.0
2015-12-05,02:22:33,foreigner ,male,thin,34.0,yes,toddler ,big,blue,traditional,black,long sleeve,black ,short,clothes,6,10,yes,3.0673795749253716,101.64329588010935,1.0
2016-02-18,02:00:34,indian,male,thin,35.0,yes,no_kids,big,grey,formal,white,short_sleeve,yellow,long,clothes,6,10,no,3.10128652027411,101.70063232561678,2.0
2015-12-22,18:00:26,foreigner ,male,moderate,18.0,no,baby,big,pink,formal,blue,short_sleeve,red,short,clothes,3,8,no,3.0821597111661414,101.65061399497895,2.0
2015-12-11,10:52:53,malay,female,thin,19.0,no,baby,big,orange,casual,pink,short_sleeve,black,long,blankets,5,10,no,3.1344767364119925,101.70234550454758,1.0
2015-12-17,00:40:38,malay,female,fat,23.0,yes,baby,big,brown,formal,purple,long sleeve,blue,short,clothes,3,9,no,3.0860693719617602,101.69882811268955,1.0
2015-12-03,20:33:33,chinese,male,moderate,22.0,no,no_kids,small,red,traditional,brown,short_sleeve,blue_jeans,long,clothes,4,8,no,3.1216442097503068,101.70956187633811,2.0
2016-01-16,16:28:44,malay,female,fat,20.0,yes,toddler ,big,pink,formal,white,long sleeve,orange,long,blankets,5,8,yes,3.07839836651726,101.702780186476,2.0
2016-01-31,14:07:58,malay,male,moderate,44.0,yes,toddler ,big,green,casual,red,short_sleeve,grey,long,clothes,5,9,yes,3.0706476560222544,101.68725600683376,2.0
2016-01-16,22:28:08,foreigner ,female,thin,53.0,no,baby,small,brown,casual,orange,long sleeve,blue_jeans,short,clothes,5,7,yes,3.1152442447417474,101.70404661922258,3.0
2016-01-02,20:38:41,foreigner ,male,moderate,50.0,no,toddler ,big,grey,traditional,yellow,short_sleeve,brown,short,clothes,4,10,yes,3.0830972188034593,101.65255552215123,1.0
2015-12-24,16:18:13,chinese,male,moderate,44.0,no,young,small,grey,casual,yellow,short_sleeve,black ,short,clothes,5,9,no,3.10390554096096,101.70659866349142,1.0
2016-01-31,20:56:22,chinese,male,moderate,36.0,yes,toddler ,big,grey,formal,blue,long sleeve,grey,long,blankets,5,9,no,3.086811831548771,101.69580948673425,1.0
2015-12-02,05:18:27,foreigner ,male,fat,33.0,no,toddler,big,green,formal,black,long sleeve,red,short,clothes,6,10,yes,3.089804191694974,101.65833321917755,3.0
2016-01-06,01:45:22,indian,male,fat,50.0,no,toddler ,big,white,traditional,brown,short_sleeve,blue_jeans,short,blankets,3,8,yes,3.1163331862444323,101.69406149747014,3.0
2016-02-28,04:57:52,malay,male,moderate,41.0,no,no_kids,small,orange,casual,red,long sleeve,blue_jeans,short,clothes,6,9,yes,3.0674483412172653,101.68106486759612,3.0
2015-12-09,21:50:23,malay,male,thin,36.0,yes,baby,small,green,casual,blue,long sleeve,blue,long,clothes,5,10,yes,3.105172519855214,101.66759846028744,2.0
2016-01-17,13:49:22,indian,female,fat,18.0,no,toddler ,small,grey,traditional,orange,long sleeve,blue,short,clothes,3,7,yes,3.1237063931026054,101.66530877902869,3.0
2016-03-01,07:02:30,indian,female,thin,28.0,no,toddler,big,green,traditional,green,long sleeve,blue  ,short,blankets,5,10,no,3.10612865538487,101.67028705076282,3.0
2015-12-01,11:39:52,indian,male,moderate,33.0,no,young,small,blue,formal,pink,short_sleeve,purple,long,blankets,6,7,yes,3.099136859526223,101.67428415442325,3.0
2016-01-05,07:57:32,malay,male,fat,41.0,yes,no_kids,big,black,casual,black,short_sleeve,pink,short,clothes,3,8,yes,3.0778743388983996,101.69627964527218,3.0
2015-12-27,00:25:11,indian,male,moderate,37.0,yes,toddler,small,red,formal,white,long sleeve,grey,short,clothes,5,9,no,3.0876660883141422,101.67640717316628,3.0
2016-02-01,09:50:36,chinese,male,fat,36.0,no,young,small,brown,casual,orange,short_sleeve,orange,long,blankets,4,8,yes,3.0863894712912696,101.70014285129503,1.0
2016-01-22,06:00:02,malay,female,thin,32.0,yes,baby,small,green,traditional,green,long sleeve,blue  ,short,blankets,3,8,yes,3.127084355952002,101.70646358286744,3.0
2015-12-23,03:48:54,indian,male,fat,19.0,yes,toddler ,small,blue,traditional,blue,short_sleeve,green,short,clothes,4,7,yes,3.093033007619394,101.70205771093403,3.0
2016-01-01,22:13:37,indian,female,moderate,43.0,no,toddler,big,red,casual,white,short_sleeve,green,long,clothes,4,8,no,3.129063696788597,101.68038691953998,2.0
2015-12-02,21:14:27,malay,female,moderate,36.0,no,no_kids,small,yellow,formal,yellow,short_sleeve,blue ,long,clothes,6,9,no,3.07724735590762,101.68940709724707,1.0
2015-12-04,22:38:31,chinese,male,moderate,27.0,yes,toddler,big,pink,formal,blue,long sleeve,blue ,short,blankets,6,9,yes,3.1353236516905314,101.6973762457812,3.0
2015-12-04,19:59:50,chinese,male,thin,18.0,yes,no_kids,small,red,formal,black ,short_sleeve,pink,long,blankets,4,9,yes,3.0720719078074117,101.64223677515712,2.0
2016-01-06,00:43:52,foreigner ,male,fat,25.0,no,young,big,orange,traditional,orange,long sleeve,blue  ,long,blankets,5,9,no,3.100053608361745,101.70386079443232,1.0
2016-01-12,01:33:02,chinese,male,fat,51.0,no,no_kids,small,purple,traditional,black,short_sleeve,black,short,blankets,6,8,no,3.119120181419434,101.7098383095253,3.0
2015-12-21,15:07:46,indian,male,fat,38.0,no,young,big,grey,traditional,grey,long sleeve,yellow,long,blankets,5,10,no,3.1121948385122966,101.70173082101826,3.0
2015-12-06,16:27:58,foreigner ,male,fat,44.0,yes,toddler ,small,brown,casual,brown,short_sleeve,blue ,short,blankets,3,7,no,3.1256519970577408,101.67795130158852,1.0
2016-02-27,12:43:36,indian,female,moderate,23.0,yes,toddler ,small,grey,formal,pink,short_sleeve,pink,short,clothes,3,8,yes,3.073085930017728,101.64973209446381,1.0
2016-02-22,17:26:56,foreigner ,male,fat,51.0,no,toddler ,big,red,formal,pink,long sleeve,blue,short,clothes,6,10,yes,3.125903827316167,101.66623977462967,1.0
2016-01-24,00:57:29,malay,female,fat,18.0,no,baby,small,purple,casual,purple,short_sleeve,red,short,blankets,4,7,yes,3.1103985516438946,101.66086533330044,2.0
2015-12-04,20:39:55,indian,male,moderate,18.0,no,young,small,red,casual,brown,short_sleeve,black ,long,clothes,5,10,yes,3.1314438077668423,101.70406754758145,3.0
2016-02-22,11:29:36,malay,female,thin,58.0,no,toddler ,small,brown,casual,black,long sleeve,purple,short,blankets,6,7,yes,3.136118980623212,101.70494229682004,1.0
2015-12-24,04:37:57,malay,male,moderate,33.0,yes,toddler,big,green,casual,blue,short_sleeve,yellow,short,clothes,5,10,no,3.107584831366325,101.68232982725503,3.0
2016-01-18,18:31:00,foreigner ,female,fat,55.0,no,no_kids,small,white,traditional,blue,long sleeve,purple,short,clothes,3,8,yes,3.1365955851945717,101.66646542400518,1.0
2015-12-31,15:52:45,foreigner ,female,moderate,43.0,yes,no_kids,small,black,formal,purple,long sleeve,black ,short,blankets,5,10,no,3.1124526066297893,101.67110779921776,1.0
2016-02-28,18:41:32,chinese,female,fat,30.0,no,no_kids,small,purple,casual,blue,long sleeve,purple,short,clothes,5,8,no,3.0916093649552154,101.70499803996425,3.0
2015-12-08,11:25:04,indian,male,moderate,55.0,yes,baby,small,brown,traditional,pink,long sleeve,yellow,long,clothes,4,9,no,3.107994763692159,101.67286470665782,2.0
2016-01-12,16:53:06,foreigner ,female,thin,58.0,no,toddler,small,purple,formal,brown,short_sleeve,green,long,clothes,5,10,no,3.0704399262610886,101.65143833580359,3.0
2015-12-13,14:29:53,foreigner ,female,fat,33.0,yes,no_kids,big,yellow,traditional,purple,short_sleeve,yellow,short,blankets,5,9,no,3.1058893724580297,101.70950840190221,1.0
2015-12-05,20:27:33,malay,female,thin,38.0,yes,no_kids,small,pink,formal,black ,short_sleeve,brown,short,clothes,6,8,yes,3.0999662291858456,101.68394306109406,2.0
2015-12-28,08:04:21,malay,female,moderate,33.0,no,toddler ,small,red,formal,pink,short_sleeve,black,short,blankets,6,9,no,3.12854173150233,101.70423368511426,1.0
2016-02-15,13:49:10,malay,male,thin,55.0,no,toddler,big,black,casual,black,long sleeve,purple,short,clothes,4,10,no,3.093168940983727,101.65199922792928,1.0
2016-02-13,22:19:42,chinese,male,moderate,19.0,no,no_kids,small,white,casual,brown,long sleeve,grey,long,clothes,3,8,yes,3.137255254689695,101.67718182140814,2.0
2016-01-13,03:37:02,indian,male,fat,45.0,yes,young,big,yellow,formal,pink,long sleeve,orange,long,blankets,6,9,yes,3.131024927297784,101.66133553487319,1.0
2016-01-23,08:33:44,foreigner ,male,moderate,27.0,yes,young,small,red,casual,pink,short_sleeve,purple,long,clothes,5,7,yes,3.072955738544408,101.70146592466011,1.0
2015-12-11,09:15:05,chinese,female,fat,53.0,yes,toddler,big,green,traditional,brown,short_sleeve,blue,long,blankets,3,10,no,3.09684296326533,101.67116726427552,1.0
2016-01-13,07:51:33,indian,female,thin,52.0,yes,baby,small,yellow,traditional,grey,short_sleeve,pink,short,clothes,5,10,yes,3.13814660491422,101.66897112337186,1.0
2015-12-07,06:22:05,chinese,male,moderate,40.0,yes,no_kids,small,purple,traditional,grey,long sleeve,blue ,long,blankets,4,9,yes,3.1082887415954947,101.69170065623814,3.0
2016-02-10,12:24:13,foreigner ,female,thin,60.0,yes,no_kids,big,white,formal,brown,short_sleeve,blue,long,blankets,6,10,no,3.0829021953461284,101.65934192449295,2.0
2015-12-01,17:59:04,chinese,female,thin,38.0,yes,toddler,big,white,formal,blue,long sleeve,red,short,clothes,4,9,no,3.1203194668002663,101.69653471970706,3.0
2016-01-21,14:17:01,chinese,female,fat,38.0,no,toddler,small,yellow,formal,black ,long sleeve,black ,long,blankets,4,8,no,3.0811099629507566,101.662043681958,3.0
2016-01-04,09:00:28,chinese,female,moderate,42.0,no,young,big,purple,formal,black ,long sleeve,pink,short,blankets,6,10,no,3.067132026215107,101.66730956745731,3.0
2015-12-24,10:28:17,foreigner ,male,fat,31.0,yes,no_kids,small,brown,casual,black,short_sleeve,brown,short,clothes,4,10,yes,3.1321421169177333,101.66845194922416,3.0
2016-02-03,21:56:49,chinese,female,moderate,41.0,yes,baby,small,white,formal,black ,long sleeve,green,long,blankets,3,9,yes,3.1217902565181608,101.64464943057506,2.0
2016-02-10,01:12:30,malay,female,moderate,57.0,yes,young,small,black,formal,yellow,long sleeve,green,long,blankets,5,10,yes,3.1093243025025075,101.70670054182014,1.0
2015-12-31,05:29:18,chinese,male,moderate,44.0,no,young,small,pink,casual,blue,long sleeve,blue_jeans,long,blankets,3,9,yes,3.138208198504395,101.6807052226527,1.0
2015-12-19,20:38:45,foreigner ,male,thin,54.0,no,toddler,small,pink,formal,purple,short_sleeve,pink,long,clothes,6,9,no,3.067539809998398,101.69880116878416,3.0
2016-01-02,17:02:40,malay,male,thin,35.0,no,toddler,small,brown,casual,brown,long sleeve,black ,long,blankets,4,7,yes,3.1200200422509328,101.64238609505324,2.0
2015-12-03,11:33:28,indian,female,fat,58.0,yes,toddler ,small,purple,formal,yellow,short_sleeve,white,long,blankets,3,7,no,3.1216188401143268,101.69046934517647,2.0
2016-01-08,10:43:28,chinese,male,moderate,48.0,no,no_kids,big,white,traditional,white,long sleeve,pink,short,clothes,4,8,yes,3.073533387451279,101.67779686430951,1.0
2015-12-13,06:41:01,malay,male,moderate,30.0,no,toddler,small,green,formal,orange,long sleeve,yellow,short,blankets,4,9,no,3.106481819437279,101.70260450438906,2.0
2016-02-03,00:47:40,indian,female,moderate,41.0,yes,baby,small,orange,formal,red,long sleeve,orange,short,clothes,5,9,no,3.0987777526614058,101.67937332442943,1.0
2016-02-11,13:29:21,malay,male,fat,45.0,yes,toddler,small,blue,traditional,orange,short_sleeve,orange,short,clothes,6,7,no,3.106632650902773,101.67662032711546,3.0
2015-12-04,12:09:51,foreigner ,female,fat,52.0,yes,baby,big,white,formal,green,short_sleeve,red,short,clothes,4,9,yes,3.128648532195345,101.70618743157577,3.0
2015-12-14,04:04:08,foreigner ,female,moderate,34.0,yes,no_kids,big,white,traditional,purple,long sleeve,purple,long,clothes,5,10,no,3.1331479493065397,101.65427308146516,3.0
2016-02-29,06:17:12,chinese,male,fat,60.0,yes,young,big,grey,formal,black ,short_sleeve,red,short,blankets,5,10,yes,3.12972971278721,101.6626675935913,1.0
2015-12-04,07:41:30,foreigner ,female,thin,22.0,no,no_kids,small,blue,traditional,brown,short_sleeve,white,long,blankets,5,9,no,3.0674299940330036,101.67757175003575,3.0
2016-02-09,06:15:13,malay,female,thin,22.0,yes,no_kids,small,black,formal,pink,short_sleeve,green,long,clothes,6,10,no,3.073364404169021,101.67523158750555,2.0
2015-12-07,19:22:06,malay,male,fat,32.0,no,toddler ,big,black,traditional,red,long sleeve,pink,short,clothes,6,10,no,3.120388676349909,101.6992080420131,1.0
2015-12-21,04:28:11,malay,female,moderate,19.0,no,baby,small,white,formal,brown,short_sleeve,grey,short,clothes,3,8,no,3.090013357426167,101.69872561433422,2.0
2016-01-28,02:59:08,chinese,female,moderate,58.0,yes,toddler,small,grey,traditional,purple,long sleeve,black ,long,clothes,5,10,yes,3.070658568431485,101.68328077925143,1.0
2015-12-03,20:21:33,chinese,female,moderate,21.0,no,baby,big,blue,casual,purple,short_sleeve,brown,short,blankets,5,8,yes,3.091962535661281,101.67865323419021,2.0
2016-02-24,05:48:31,foreigner ,male,moderate,60.0,yes,young,small,white,casual,orange,short_sleeve,purple,short,clothes,4,8,yes,3.0804799151709337,101.65668019733292,3.0
2016-01-17,16:29:47,indian,female,fat,25.0,yes,baby,big,white,casual,yellow,long sleeve,grey,short,clothes,4,7,yes,3.1274266513818745,101.69587376772466,2.0
2016-01-22,18:10:39,foreigner ,male,thin,25.0,yes,toddler,small,grey,formal,orange,long sleeve,red,short,blankets,4,10,no,3.1287336495107927,101.67378384751706,1.0
2016-01-28,13:08:09,malay,female,moderate,36.0,yes,young,small,white,casual,white,short_sleeve,red,short,clothes,3,7,yes,3.1147323896593955,101.67238620518195,3.0
