,Date,Time,Race,Gender,Body_Size,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,latitude,longitude,Num_of_Baskets,Binned_Age_Range
2968,2016-01-31,04:33:12,chinese,female,moderate,no,toddler,small,black,casual,brown,short_sleeve,white,long,clothes,5,8,no,3.0149113680562287,101.45692996284492,3.0,"(50, 60]"
2969,2016-02-05,19:32:41,foreigner ,female,fat,no,no_kids,big,blue,casual,blue,long sleeve,black,short,blankets,5,9,yes,3.0578683392972223,101.48980722855028,1.0,"(40, 50]"
2970,2015-12-12,21:43:57,foreigner ,female,thin,yes,toddler,big,white,formal,blue,long sleeve,purple,short,clothes,5,7,no,3.0185574594549074,101.38432551228324,1.0,"(50, 60]"
2971,2016-01-01,15:37:51,malay,female,thin,yes,baby,small,yellow,formal,black ,short_sleeve,blue  ,long,blankets,6,7,no,3.0115170489962906,101.46032668503094,3.0,"(50, 60]"
2972,2015-12-11,16:08:39,malay,male,fat,no,toddler ,small,pink,casual,red,long sleeve,orange,short,clothes,5,8,no,3.0868062008834003,101.48855866447693,1.0,"(50, 60]"
2973,2015-12-21,10:23:23,indian,male,moderate,yes,no_kids,small,pink,casual,white,short_sleeve,yellow,long,clothes,4,7,yes,3.083184967949067,101.48563112324916,2.0,"(10, 20]"
2974,2015-12-15,02:37:44,chinese,female,fat,no,no_kids,small,white,casual,black ,short_sleeve,black,short,clothes,3,8,no,3.034044986153047,101.43805942256682,3.0,"(40, 50]"
2975,2016-01-22,01:06:04,indian,male,fat,yes,baby,small,blue,formal,red,long sleeve,white,long,blankets,3,10,yes,3.0936597900063525,101.46488189799564,3.0,"(40, 50]"
2976,2016-02-10,16:16:47,indian,female,thin,no,toddler ,small,blue,casual,yellow,short_sleeve,green,long,blankets,6,9,yes,3.024550444127672,101.5418508400747,2.0,"(50, 60]"
2977,2015-12-30,17:25:01,foreigner ,male,moderate,no,young,small,orange,formal,red,short_sleeve,white,short,clothes,3,10,no,3.0757582515826063,101.4846834421728,1.0,"(30, 40]"
2978,2015-12-06,04:00:07,malay,female,fat,yes,young,big,orange,traditional,brown,long sleeve,black ,short,clothes,5,9,no,3.0479491617779595,101.46830523662167,3.0,"(40, 50]"
2979,2015-12-15,10:01:08,chinese,male,fat,yes,no_kids,big,blue,formal,purple,short_sleeve,black,long,clothes,3,8,no,2.994803440626115,101.50238225951524,3.0,"(50, 60]"
2980,2016-02-18,04:37:00,chinese,male,moderate,no,young,big,pink,formal,green,long sleeve,blue_jeans,short,clothes,6,8,no,3.0263930894370548,101.38222344374825,2.0,"(20, 30]"
2981,2016-01-21,19:48:24,malay,female,thin,no,baby,small,yellow,casual,red,long sleeve,blue,long,blankets,6,10,yes,3.066050115492751,101.40234649406194,3.0,"(40, 50]"
2982,2016-01-02,10:06:01,indian,female,thin,yes,toddler ,big,purple,formal,red,long sleeve,blue,long,blankets,5,8,yes,3.0741802485220817,101.42569071451489,1.0,"(50, 60]"
2983,2015-12-24,17:06:59,indian,male,moderate,yes,young,small,grey,formal,purple,short_sleeve,blue  ,short,blankets,5,10,no,3.050250751638671,101.48128278428868,1.0,"(20, 30]"
2984,2016-03-01,21:35:43,malay,female,thin,no,young,small,brown,traditional,orange,long sleeve,blue,long,clothes,5,8,no,3.0039169121641867,101.45785465466572,1.0,"(10, 20]"
2985,2015-12-07,18:51:52,indian,female,fat,yes,baby,small,black,casual,blue,short_sleeve,brown,short,blankets,5,8,no,3.0765698182167784,101.55336564318334,3.0,"(30, 40]"
2986,2016-02-12,06:53:23,chinese,female,fat,no,toddler,small,pink,casual,blue,long sleeve,blue,long,blankets,5,9,no,2.98596149349009,101.40545535816688,2.0,"(50, 60]"
2987,2016-02-04,09:22:19,malay,female,moderate,yes,young,small,yellow,casual,red,short_sleeve,orange,short,blankets,5,7,yes,3.053761613496188,101.3796231904128,3.0,"(40, 50]"
2988,2016-02-14,17:32:24,malay,female,moderate,no,toddler,small,green,formal,black,long sleeve,black ,short,blankets,5,8,yes,3.069663069948277,101.4836571592256,3.0,"(50, 60]"
2989,2016-02-26,09:45:17,indian,male,fat,yes,baby,small,white,casual,blue,short_sleeve,grey,short,clothes,6,9,yes,3.060032228434209,101.49104581108588,3.0,"(10, 20]"
2990,2016-02-09,13:37:52,foreigner ,female,moderate,yes,young,big,grey,formal,white,long sleeve,black,long,blankets,6,8,no,3.0516769757905178,101.397526588796,1.0,"(50, 60]"
2991,2016-01-10,23:31:23,chinese,female,thin,yes,baby,small,grey,formal,orange,short_sleeve,brown,long,clothes,5,10,yes,3.010518973357358,101.46231352743108,3.0,"(20, 30]"
2992,2016-01-30,03:53:16,indian,female,thin,no,toddler ,small,brown,formal,green,short_sleeve,black ,short,blankets,5,8,yes,3.021738289006368,101.5195085886058,2.0,"(20, 30]"
2993,2016-01-06,18:04:57,indian,male,thin,yes,young,big,white,casual,pink,short_sleeve,yellow,long,blankets,6,7,no,3.0603047145414197,101.43499280615954,2.0,"(20, 30]"
2994,2015-12-13,13:42:49,malay,female,moderate,no,toddler ,big,purple,casual,brown,long sleeve,grey,short,clothes,4,10,yes,3.0915097373169647,101.49463028730736,2.0,"(40, 50]"
2995,2016-01-05,16:14:36,malay,male,fat,yes,no_kids,small,red,casual,black,long sleeve,orange,long,clothes,6,7,yes,3.0796909852766627,101.541287585135,2.0,"(40, 50]"
2996,2016-02-01,23:23:24,chinese,female,thin,no,toddler,big,yellow,casual,black ,long sleeve,white,long,blankets,4,10,no,3.006265984581448,101.45045199344668,2.0,"(50, 60]"
2997,2016-02-08,07:57:43,malay,female,thin,yes,baby,small,red,formal,yellow,short_sleeve,purple,short,clothes,3,8,no,2.9908041951471613,101.40566449418374,1.0,"(50, 60]"
2998,2016-02-01,12:32:09,indian,male,fat,yes,baby,small,green,traditional,orange,long sleeve,black ,short,clothes,6,7,no,3.050370520636695,101.47185056240532,2.0,"(20, 30]"
2999,2016-01-28,07:23:03,foreigner ,female,thin,no,baby,big,yellow,formal,black,long sleeve,blue ,short,clothes,5,8,yes,3.0334064415846043,101.50766284545917,3.0,"(40, 50]"
3000,2016-02-15,20:32:01,indian,female,thin,no,baby,big,blue,casual,black ,short_sleeve,brown,short,blankets,4,10,yes,3.013990220947147,101.45344772541108,3.0,"(30, 40]"
3001,2015-12-19,14:17:36,chinese,male,moderate,yes,toddler,small,blue,traditional,black ,short_sleeve,white,long,clothes,6,8,yes,3.09005332836679,101.48080360372666,2.0,"(50, 60]"
3002,2015-12-01,09:13:07,chinese,female,thin,no,no_kids,big,orange,casual,pink,short_sleeve,white,short,blankets,5,9,yes,3.061001694791196,101.51277669096106,1.0,"(30, 40]"
3003,2015-12-02,09:08:37,indian,female,fat,yes,toddler,big,orange,traditional,black,short_sleeve,brown,short,blankets,3,9,yes,3.0344462726514907,101.4563800965818,2.0,"(20, 30]"
3004,2016-02-23,14:24:27,foreigner ,female,moderate,yes,toddler ,small,brown,traditional,red,long sleeve,pink,short,blankets,4,10,yes,3.03710386017145,101.53365921547244,2.0,"(20, 30]"
3005,2016-02-16,09:36:28,chinese,female,fat,no,young,small,pink,casual,orange,long sleeve,yellow,long,blankets,5,7,no,3.0250447314969797,101.53782816788625,1.0,"(30, 40]"
3006,2016-02-29,02:34:19,indian,female,fat,no,baby,big,brown,formal,brown,short_sleeve,black,long,clothes,5,10,yes,2.9885355578252044,101.4244845264599,2.0,"(40, 50]"
3007,2015-12-22,10:34:26,malay,male,moderate,no,toddler ,small,white,casual,yellow,short_sleeve,pink,long,blankets,6,9,yes,3.085434232650113,101.54633887060426,2.0,"(20, 30]"
3008,2016-02-17,06:40:29,malay,female,thin,no,baby,small,green,casual,black,long sleeve,pink,long,clothes,5,7,no,3.0074020681644966,101.41809097896883,1.0,"(20, 30]"
3009,2015-12-14,13:09:22,malay,female,moderate,yes,toddler ,small,white,traditional,pink,short_sleeve,blue  ,long,clothes,3,8,yes,3.0692394731425403,101.44395264525356,3.0,"(50, 60]"
3010,2016-02-06,20:04:29,indian,male,fat,yes,no_kids,big,green,casual,pink,short_sleeve,blue_jeans,long,blankets,4,10,no,3.0071736400291043,101.41989667750778,1.0,"(40, 50]"
3011,2015-12-18,06:30:40,chinese,male,thin,yes,toddler,big,red,casual,purple,long sleeve,purple,long,blankets,6,10,no,3.018320845763025,101.52845630487865,3.0,"(30, 40]"
3012,2015-12-06,17:58:20,malay,male,fat,no,baby,small,purple,casual,green,long sleeve,blue_jeans,long,clothes,4,8,yes,3.035539551194025,101.40194892459436,3.0,"(30, 40]"
3013,2015-12-27,21:58:54,foreigner ,female,moderate,no,baby,small,green,casual,white,short_sleeve,yellow,short,clothes,4,8,yes,3.025940828861215,101.43708915254544,1.0,"(20, 30]"
3014,2016-02-02,19:49:32,foreigner ,female,thin,yes,baby,small,pink,traditional,yellow,short_sleeve,red,short,clothes,4,7,yes,2.9925162688095748,101.52671856781772,3.0,"(20, 30]"
3015,2015-12-28,10:53:42,foreigner ,female,moderate,no,toddler ,small,blue,traditional,grey,short_sleeve,blue  ,short,clothes,5,9,no,3.0666491602038843,101.4572318392994,2.0,"(20, 30]"
3016,2016-01-11,09:22:08,indian,female,thin,no,toddler ,big,white,formal,black,short_sleeve,blue ,long,clothes,5,9,yes,3.063276807215033,101.43987443509948,3.0,"(40, 50]"
3017,2015-12-14,19:15:44,chinese,female,fat,no,no_kids,big,white,traditional,pink,long sleeve,black ,short,clothes,3,10,yes,3.08978403328664,101.46892013903944,3.0,"(10, 20]"
3018,2016-01-15,23:04:54,indian,female,moderate,no,toddler ,big,green,formal,brown,long sleeve,blue_jeans,short,clothes,5,8,no,2.996487515747752,101.4643322874681,1.0,"(40, 50]"
3019,2016-01-18,03:46:41,chinese,male,thin,no,no_kids,big,pink,traditional,green,long sleeve,white,short,blankets,5,9,no,3.0246504692125096,101.38528476996856,3.0,"(40, 50]"
3020,2016-01-26,22:48:45,indian,male,thin,yes,baby,small,orange,casual,white,short_sleeve,purple,long,clothes,5,9,yes,3.02347146890389,101.55414721494016,3.0,"(20, 30]"
3021,2016-01-28,12:23:38,malay,female,moderate,yes,toddler ,big,red,formal,green,short_sleeve,red,short,blankets,6,7,no,3.013282301381679,101.50892458368727,1.0,"(40, 50]"
3022,2015-12-18,02:35:04,foreigner ,male,thin,no,toddler,big,purple,casual,white,long sleeve,red,long,blankets,3,7,no,3.001345270367912,101.40951748754564,2.0,"(40, 50]"
3023,2016-02-25,16:30:28,indian,female,fat,no,baby,big,black,casual,red,short_sleeve,black ,long,blankets,5,8,yes,3.017450450185078,101.3817919748809,2.0,"(30, 40]"
3024,2016-02-28,10:09:51,foreigner ,male,moderate,yes,young,small,pink,casual,purple,short_sleeve,blue ,long,clothes,5,9,no,3.038624537691372,101.55297957633456,2.0,"(40, 50]"
3025,2016-02-16,05:00:39,chinese,female,thin,no,no_kids,small,green,casual,brown,short_sleeve,blue  ,long,blankets,6,10,yes,3.015757913955652,101.49921560195592,1.0,"(20, 30]"
3026,2015-12-08,05:02:37,malay,male,moderate,no,no_kids,small,pink,casual,yellow,short_sleeve,orange,long,blankets,5,9,yes,3.079425786170877,101.54753692480044,2.0,"(40, 50]"
3027,2015-12-27,23:43:17,indian,female,fat,no,baby,big,white,casual,orange,long sleeve,red,short,blankets,5,9,no,2.986771695334949,101.53063026230464,3.0,"(50, 60]"
3028,2015-12-18,11:18:25,chinese,male,thin,no,toddler ,big,purple,traditional,black,long sleeve,black ,short,clothes,4,9,yes,2.9931156553295195,101.43533623396252,2.0,"(20, 30]"
3029,2016-02-07,17:19:00,foreigner ,male,thin,no,toddler,big,orange,traditional,orange,short_sleeve,brown,long,clothes,3,9,no,3.0679277850885778,101.44516667050816,1.0,"(40, 50]"
3030,2016-01-13,21:59:54,foreigner ,female,thin,no,young,big,blue,traditional,purple,short_sleeve,orange,short,blankets,6,10,no,2.990300358503169,101.5123730717764,3.0,"(10, 20]"
3031,2016-01-17,22:39:47,malay,male,fat,no,toddler,big,orange,formal,white,short_sleeve,green,short,blankets,4,9,no,3.046897195955922,101.46255417642853,1.0,"(30, 40]"
3032,2016-02-11,15:50:02,indian,female,thin,yes,young,big,purple,formal,purple,short_sleeve,green,long,clothes,6,7,no,3.0306949375771923,101.49174739574956,1.0,"(50, 60]"
3033,2016-01-28,05:15:27,foreigner ,male,thin,no,toddler,small,blue,casual,blue,long sleeve,black,long,clothes,5,8,yes,3.087658597053598,101.45452526563498,2.0,"(40, 50]"
3034,2015-12-28,07:31:59,malay,male,fat,no,no_kids,big,red,casual,green,short_sleeve,grey,long,blankets,4,9,yes,3.0277598459444364,101.44391705149232,2.0,"(30, 40]"
3035,2015-12-07,19:24:00,foreigner ,male,thin,no,baby,small,grey,formal,blue,short_sleeve,red,short,blankets,5,7,yes,3.0064421907617773,101.52841602678912,3.0,"(40, 50]"
3036,2015-12-08,06:44:36,malay,male,moderate,yes,baby,small,pink,traditional,purple,long sleeve,black ,short,blankets,4,10,no,3.0099461414102,101.4785313880102,2.0,"(30, 40]"
3037,2016-01-23,03:14:42,foreigner ,male,fat,yes,toddler ,small,black,traditional,purple,long sleeve,purple,short,blankets,6,7,yes,3.072304975061321,101.38379554981496,3.0,"(20, 30]"
3038,2015-12-27,11:24:03,chinese,male,moderate,yes,young,small,red,casual,black,long sleeve,red,long,blankets,4,7,yes,3.0408724276164465,101.4512561576088,1.0,"(50, 60]"
3039,2016-02-14,11:56:55,foreigner ,male,fat,no,young,small,yellow,casual,white,short_sleeve,blue  ,short,blankets,3,9,no,2.992140806215001,101.52590006355057,3.0,"(30, 40]"
3040,2016-01-07,11:33:53,indian,male,moderate,no,no_kids,big,orange,formal,orange,long sleeve,orange,short,blankets,5,8,no,3.0294990067158385,101.44596652649535,3.0,"(30, 40]"
3041,2016-01-19,19:03:52,indian,female,fat,no,toddler,big,yellow,traditional,black ,short_sleeve,blue_jeans,long,clothes,5,10,yes,3.0600947142861377,101.45865019184014,3.0,"(40, 50]"
3042,2015-12-21,07:32:48,chinese,male,fat,yes,baby,big,blue,formal,black ,long sleeve,orange,short,blankets,4,10,yes,3.026002832197183,101.479970485214,2.0,"(30, 40]"
3043,2016-01-26,08:30:58,malay,male,thin,no,young,small,white,traditional,white,long sleeve,brown,long,blankets,4,8,yes,3.0247754875696278,101.51423542804298,2.0,"(50, 60]"
3044,2016-01-31,01:26:55,indian,male,fat,yes,baby,big,brown,traditional,orange,long sleeve,green,short,blankets,3,7,no,3.0696964653075938,101.51448700778838,1.0,"(10, 20]"
3045,2016-01-25,11:54:48,chinese,female,fat,no,baby,big,purple,traditional,orange,long sleeve,blue ,short,blankets,3,8,no,3.0733237027549403,101.47657095560383,3.0,"(40, 50]"
3046,2015-12-24,04:32:23,chinese,male,thin,yes,baby,small,red,formal,yellow,long sleeve,black,short,clothes,3,9,yes,3.076686351011084,101.42728894910816,3.0,"(20, 30]"
3047,2016-01-27,09:36:07,foreigner ,male,fat,yes,young,small,grey,traditional,black ,short_sleeve,black,short,blankets,6,9,yes,3.087358166215883,101.45122353771616,1.0,"(20, 30]"
3048,2015-12-10,00:12:36,chinese,female,thin,yes,no_kids,small,black,formal,grey,short_sleeve,grey,long,clothes,6,10,yes,3.0438933736639995,101.40896634439112,2.0,"(30, 40]"
3049,2015-12-01,05:59:00,indian,female,fat,no,no_kids,big,red,formal,grey,short_sleeve,black ,long,blankets,4,7,no,2.9878711228719896,101.39561660191676,1.0,"(30, 40]"
3050,2015-12-20,05:20:46,malay,male,fat,yes,no_kids,small,white,casual,yellow,long sleeve,orange,short,blankets,6,10,yes,2.984152788686554,101.51728010761327,3.0,"(20, 30]"
3051,2016-02-10,12:28:10,malay,female,fat,yes,young,small,white,casual,grey,short_sleeve,red,short,blankets,6,7,no,3.0698488640992805,101.45386162609871,3.0,"(20, 30]"
3052,2016-01-20,00:15:13,malay,female,moderate,no,young,big,pink,casual,blue,short_sleeve,green,short,clothes,5,8,no,3.0527653616881305,101.4060629131019,2.0,"(40, 50]"
3053,2016-01-08,11:25:34,indian,male,fat,yes,toddler ,small,red,casual,black ,long sleeve,brown,short,blankets,5,10,no,3.079456148642024,101.49047684336792,1.0,"(50, 60]"
3054,2016-02-06,20:31:06,foreigner ,female,moderate,no,toddler ,big,grey,formal,pink,long sleeve,black,long,blankets,6,9,no,3.023772010312445,101.53263221215978,2.0,"(50, 60]"
3055,2015-12-31,15:04:17,indian,male,fat,no,baby,small,purple,formal,green,long sleeve,blue  ,short,blankets,5,9,yes,3.0643047275235906,101.45413410576036,3.0,"(50, 60]"
3056,2016-01-07,16:13:08,indian,female,fat,no,baby,big,purple,formal,orange,long sleeve,blue,long,clothes,3,10,no,3.0249888270851093,101.41528723434138,1.0,"(20, 30]"
3057,2016-01-26,18:58:52,chinese,female,fat,no,young,big,orange,formal,black,short_sleeve,blue  ,long,blankets,3,10,yes,3.0036814279715385,101.4600852882478,3.0,"(50, 60]"
3058,2015-12-06,08:04:53,indian,female,fat,yes,baby,big,green,casual,yellow,short_sleeve,grey,long,blankets,4,10,no,3.025764296170269,101.390174406348,2.0,"(40, 50]"
3059,2016-01-29,23:15:41,indian,female,fat,yes,baby,small,brown,formal,purple,long sleeve,pink,short,clothes,3,10,no,3.018995682444624,101.40314084436052,2.0,"(50, 60]"
3060,2016-02-19,20:24:04,malay,male,fat,no,young,small,purple,traditional,white,long sleeve,purple,long,blankets,4,7,yes,3.074651763032651,101.46487606052015,1.0,"(50, 60]"
3061,2016-02-29,18:29:05,chinese,male,thin,yes,no_kids,big,purple,casual,yellow,short_sleeve,green,long,blankets,5,9,yes,3.004740463605152,101.40810366157412,1.0,"(40, 50]"
3062,2016-01-31,00:52:45,foreigner ,female,thin,no,no_kids,big,red,traditional,pink,long sleeve,red,long,clothes,4,8,yes,3.076523985709203,101.47895740960767,1.0,"(20, 30]"
3063,2016-01-01,07:43:04,indian,male,thin,no,young,big,white,traditional,orange,long sleeve,blue,long,clothes,3,8,yes,3.04080483809853,101.45946071503108,2.0,"(40, 50]"
3064,2016-02-09,05:16:08,malay,female,moderate,yes,no_kids,small,grey,formal,red,short_sleeve,purple,long,blankets,3,10,no,3.0681371089614387,101.47779776509468,1.0,"(40, 50]"
3065,2016-02-28,11:39:05,foreigner ,female,fat,yes,toddler,small,black,casual,pink,short_sleeve,red,long,clothes,6,7,yes,2.9974065518840223,101.3916205999028,2.0,"(40, 50]"
3066,2016-02-14,05:24:35,foreigner ,female,moderate,no,toddler,small,red,traditional,white,short_sleeve,blue ,short,clothes,3,10,no,3.0142127364147244,101.55359580339824,2.0,"(20, 30]"
3067,2015-12-18,14:17:58,malay,male,moderate,no,baby,big,pink,casual,white,long sleeve,black,long,blankets,4,9,no,2.993146588923451,101.4755884688654,2.0,"(30, 40]"
3068,2016-01-01,21:43:36,chinese,male,moderate,yes,toddler ,big,black,traditional,grey,long sleeve,pink,short,blankets,3,8,no,3.0880896005634586,101.39294659913725,2.0,"(40, 50]"
3069,2016-01-01,21:04:44,indian,male,moderate,yes,toddler,small,blue,traditional,purple,short_sleeve,purple,short,blankets,6,10,no,3.005431620029777,101.49046288549056,2.0,"(50, 60]"
3070,2016-02-23,12:28:37,indian,male,moderate,yes,no_kids,big,grey,casual,yellow,long sleeve,grey,short,clothes,6,9,no,2.985471190023408,101.54517053714508,3.0,"(30, 40]"
3071,2016-02-29,02:10:14,malay,male,moderate,yes,young,big,red,traditional,blue,long sleeve,blue_jeans,long,blankets,4,7,yes,2.996052844256859,101.39000207274488,1.0,"(40, 50]"
3072,2016-01-09,15:55:57,indian,female,moderate,no,baby,small,yellow,casual,blue,short_sleeve,grey,long,blankets,5,7,yes,3.005654648296437,101.48855544121726,1.0,"(50, 60]"
3073,2016-01-20,08:31:44,foreigner ,male,moderate,yes,young,big,white,casual,blue,long sleeve,orange,short,blankets,5,9,no,3.09037548337117,101.46502996611524,2.0,"(40, 50]"
3074,2016-02-13,08:49:42,malay,male,moderate,no,young,big,grey,traditional,blue,short_sleeve,red,long,blankets,5,8,no,3.0444651841087595,101.45857921541284,2.0,"(30, 40]"
3075,2016-01-08,20:11:12,malay,male,thin,no,toddler ,small,orange,casual,blue,long sleeve,white,short,blankets,5,9,yes,3.044587080050668,101.4274447171276,2.0,"(30, 40]"
3076,2016-02-07,19:21:43,foreigner ,female,thin,no,baby,big,white,traditional,white,short_sleeve,purple,long,clothes,6,8,no,3.0625282882160825,101.50640228589526,3.0,"(30, 40]"
3077,2016-01-09,06:40:20,indian,female,fat,no,toddler,big,purple,formal,brown,long sleeve,blue ,short,clothes,3,10,no,3.042832744163391,101.53320915187358,2.0,"(40, 50]"
3078,2016-02-18,16:31:18,indian,male,thin,yes,toddler,big,pink,traditional,black ,long sleeve,pink,short,blankets,3,9,yes,3.058666919023389,101.46761434518228,1.0,"(20, 30]"
3079,2015-12-14,22:38:54,chinese,female,moderate,no,baby,small,grey,casual,black ,long sleeve,blue,long,clothes,5,10,no,3.0791805217283,101.48389150689874,2.0,"(40, 50]"
3080,2016-01-05,06:48:32,indian,male,moderate,yes,toddler,big,green,formal,brown,short_sleeve,yellow,long,blankets,3,9,no,2.992505037588108,101.52301179790176,2.0,"(50, 60]"
3081,2015-12-12,22:55:29,malay,female,moderate,no,baby,big,red,traditional,black,short_sleeve,yellow,short,clothes,3,9,no,3.0795739078984057,101.38778873783376,1.0,"(50, 60]"
3082,2016-02-14,10:13:17,malay,male,moderate,no,toddler ,small,grey,casual,blue,short_sleeve,white,short,clothes,3,10,yes,3.071068893905815,101.55495691550053,2.0,"(30, 40]"
3083,2016-01-24,02:17:35,chinese,male,moderate,yes,no_kids,big,black,casual,white,long sleeve,black,short,clothes,4,9,no,3.0733675251000743,101.45047856425649,1.0,"(40, 50]"
3084,2016-01-06,08:24:19,indian,female,moderate,yes,toddler,small,white,formal,blue,short_sleeve,pink,long,clothes,3,9,no,3.065108100215236,101.43153465563428,3.0,"(30, 40]"
3085,2016-02-21,00:16:00,malay,female,moderate,no,baby,small,pink,casual,black,short_sleeve,blue,short,clothes,6,10,no,3.0583218282196856,101.47192005180828,2.0,"(50, 60]"
3086,2016-02-14,23:15:29,foreigner ,male,thin,yes,no_kids,small,orange,traditional,black,long sleeve,black,short,clothes,4,7,no,3.058828775114524,101.4533381702668,3.0,"(20, 30]"
3087,2016-01-21,08:17:51,foreigner ,male,thin,yes,no_kids,big,purple,formal,grey,long sleeve,purple,long,clothes,6,9,no,3.0013484052278785,101.4546298145144,2.0,"(30, 40]"
3088,2016-01-04,17:49:06,malay,male,thin,no,toddler ,big,purple,casual,red,short_sleeve,blue_jeans,long,clothes,5,9,no,3.037918987535008,101.50065544503414,3.0,"(40, 50]"
3089,2016-01-28,10:52:15,chinese,female,moderate,yes,no_kids,big,green,traditional,red,short_sleeve,pink,long,clothes,5,9,no,3.0160953772163137,101.49488277194509,3.0,"(20, 30]"
3090,2016-02-19,20:33:40,indian,female,fat,yes,baby,big,brown,formal,yellow,long sleeve,orange,short,clothes,5,10,yes,3.010362023668869,101.5162555144147,2.0,"(30, 40]"
3091,2015-12-29,10:05:45,indian,female,moderate,no,young,big,yellow,formal,pink,long sleeve,blue_jeans,long,blankets,4,9,no,3.065603893213985,101.40027500674296,2.0,"(20, 30]"
3092,2015-12-10,10:42:13,chinese,female,thin,no,toddler ,small,purple,casual,black,short_sleeve,blue_jeans,short,blankets,6,7,yes,3.050957550469276,101.3949526449528,2.0,"(30, 40]"
3093,2015-12-09,05:26:13,malay,male,thin,no,young,big,purple,traditional,red,long sleeve,pink,long,clothes,4,9,no,3.093550172312706,101.4399694581156,3.0,"(20, 30]"
3094,2015-12-18,02:44:09,malay,male,fat,no,toddler ,big,black,casual,red,short_sleeve,blue_jeans,long,clothes,6,8,no,2.9861986357535124,101.46942791321864,3.0,"(20, 30]"
3095,2015-12-26,09:55:14,indian,female,fat,no,young,big,green,formal,brown,long sleeve,red,short,blankets,5,9,yes,2.997693527257569,101.49583118136242,2.0,"(20, 30]"
3096,2016-01-29,13:53:51,indian,male,thin,yes,toddler,small,pink,formal,green,short_sleeve,grey,long,blankets,6,8,yes,3.066610188770976,101.53316570785368,1.0,"(30, 40]"
3097,2016-01-29,15:24:27,chinese,male,fat,no,toddler ,big,blue,formal,blue,long sleeve,grey,short,blankets,6,8,yes,3.0844448138048004,101.4346306423519,2.0,"(50, 60]"
3098,2016-01-28,02:26:29,chinese,female,fat,no,toddler,big,orange,casual,green,short_sleeve,blue  ,long,clothes,4,7,yes,3.024382215553783,101.55381245619378,1.0,"(40, 50]"
3099,2015-12-19,17:30:20,chinese,female,thin,yes,young,big,purple,formal,red,short_sleeve,blue,long,clothes,5,8,yes,3.032998965116756,101.45170195576232,2.0,"(20, 30]"
3100,2015-12-13,04:14:09,foreigner ,male,fat,no,baby,big,orange,casual,grey,long sleeve,grey,long,clothes,4,9,yes,3.088598879903091,101.41274009456023,2.0,"(10, 20]"
3101,2015-12-02,11:23:14,chinese,female,thin,yes,no_kids,big,brown,casual,pink,short_sleeve,yellow,short,blankets,5,9,no,3.0375418629833453,101.46616816770332,1.0,"(20, 30]"
3102,2015-12-28,00:20:44,chinese,female,moderate,yes,no_kids,big,black,casual,pink,short_sleeve,purple,long,clothes,5,9,yes,3.067913772881096,101.45720520873738,2.0,"(50, 60]"
3103,2015-12-11,04:00:34,chinese,female,thin,yes,toddler ,big,red,formal,grey,long sleeve,red,long,clothes,5,8,no,3.081568713905493,101.49929076795912,3.0,"(50, 60]"
3104,2016-02-06,08:00:58,chinese,male,moderate,yes,no_kids,small,red,traditional,green,short_sleeve,yellow,long,blankets,6,8,no,3.089233227847849,101.42613079577026,2.0,"(10, 20]"
3105,2016-01-31,00:46:43,foreigner ,female,fat,no,young,big,grey,casual,white,short_sleeve,blue ,long,clothes,4,10,no,3.0758191361534983,101.40010025501348,1.0,"(30, 40]"
3106,2015-12-17,18:34:28,foreigner ,male,thin,yes,toddler,big,orange,formal,black,short_sleeve,blue ,long,clothes,6,7,no,3.0746343190870364,101.53127737261688,1.0,"(30, 40]"
3107,2015-12-28,21:56:56,chinese,male,thin,no,baby,big,brown,formal,black ,long sleeve,brown,short,blankets,5,9,no,3.02990745808817,101.50462541934738,1.0,"(20, 30]"
3108,2015-12-07,22:42:05,foreigner ,female,fat,yes,baby,small,brown,casual,green,long sleeve,white,long,blankets,4,8,no,3.093502443897377,101.412315638098,2.0,"(40, 50]"
3109,2015-12-01,20:47:25,foreigner ,male,thin,no,no_kids,small,grey,casual,brown,long sleeve,orange,short,blankets,3,10,no,3.053840966320102,101.38767304316848,1.0,"(40, 50]"
3110,2015-12-08,01:44:49,indian,male,thin,yes,young,small,orange,casual,orange,short_sleeve,blue  ,short,blankets,4,10,no,3.022214955462719,101.40447552113194,1.0,"(40, 50]"
3111,2015-12-26,16:54:25,foreigner ,female,thin,yes,no_kids,big,pink,casual,brown,short_sleeve,white,short,blankets,5,9,yes,3.044636369686956,101.48727781995628,1.0,"(40, 50]"
3112,2016-02-06,23:54:11,indian,female,fat,yes,toddler,big,blue,casual,brown,short_sleeve,blue,short,blankets,4,10,no,3.095844754752624,101.55243780761543,2.0,"(50, 60]"
3113,2016-01-29,18:41:12,chinese,male,thin,yes,toddler,big,black,casual,orange,short_sleeve,pink,short,blankets,5,7,yes,3.083768010002272,101.48087366732224,2.0,"(40, 50]"
3114,2016-01-06,23:50:42,chinese,female,fat,yes,young,big,white,traditional,purple,long sleeve,purple,long,clothes,3,7,no,3.084152846728381,101.44277921655048,1.0,"(50, 60]"
3115,2016-01-14,02:43:48,foreigner ,male,fat,yes,toddler ,big,black,formal,pink,short_sleeve,green,long,clothes,5,8,yes,3.0066391099074496,101.47344775457786,2.0,"(50, 60]"
