Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets
28/01/2016,12:23:38,malay,female,moderate,43,yes,toddler ,big,red,formal,green,short_sleeve,red,short,blankets,6,7,no,36,4,10,3.013282301,101.5089246,1
18/12/2015,2:35:04,foreigner ,male,thin,42,no,toddler,big,purple,casual,white,long sleeve,red,long,blankets,3,7,no,58,3,17,3.00134527,101.4095175,2
25/02/2016,16:30:28,indian,female,fat,38,no,baby,big,black,casual,red,short_sleeve,black ,long,blankets,5,8,yes,22,0,13,3.01745045,101.381792,2
28/02/2016,10:09:51,foreigner ,male,moderate,48,yes,young,small,pink,casual,purple,short_sleeve,blue ,long,clothes,5,9,no,17,3,15,3.038624538,101.5529796,2
16/02/2016,5:00:39,chinese,female,thin,25,no,no_kids,small,green,casual,brown,short_sleeve,blue  ,long,blankets,6,10,yes,47,1,11,3.015757914,101.4992156,1
08/12/2015,5:02:37,malay,male,moderate,49,no,no_kids,small,pink,casual,yellow,short_sleeve,orange,long,blankets,5,9,yes,54,4,15,3.079425786,101.5475369,2
27/12/2015,23:43:17,indian,female,fat,51,no,baby,big,white,casual,orange,long sleeve,red,short,blankets,5,9,no,54,3,15,2.986771695,101.5306303,3
18/12/2015,11:18:25,chinese,male,thin,29,no,toddler ,big,purple,traditional,black,long sleeve,black ,short,clothes,4,9,yes,29,2,16,2.993115655,101.4353362,2
07/02/2016,17:19:00,foreigner ,male,thin,44,no,toddler,big,orange,traditional,orange,short_sleeve,brown,long,clothes,3,9,no,31,4,21,3.067927785,101.4451667,1
13/01/2016,21:59:54,foreigner ,female,thin,20,no,young,big,blue,traditional,purple,short_sleeve,orange,short,blankets,6,10,no,40,4,7,2.990300359,101.5123731,3
17/01/2016,22:39:47,malay,male,fat,40,no,toddler,big,orange,formal,white,short_sleeve,green,short,blankets,4,9,no,35,0,9,3.046897196,101.4625542,1
11/02/2016,15:50:02,indian,female,thin,54,yes,young,big,purple,formal,purple,short_sleeve,green,long,clothes,6,7,no,34,1,8,3.030694938,101.4917474,1
28/01/2016,5:15:27,foreigner ,male,thin,46,no,toddler,small,blue,casual,blue,long sleeve,black,long,clothes,5,8,yes,36,5,20,3.087658597,101.4545253,2
28/12/2015,7:31:59,malay,male,fat,34,no,no_kids,big,red,casual,green,short_sleeve,grey,long,blankets,4,9,yes,55,0,20,3.027759846,101.4439171,2
07/12/2015,19:24:00,foreigner ,male,thin,47,no,baby,small,grey,formal,blue,short_sleeve,red,short,blankets,5,7,yes,26,2,11,3.006442191,101.528416,3
08/12/2015,6:44:36,malay,male,moderate,38,yes,baby,small,pink,traditional,purple,long sleeve,black ,short,blankets,4,10,no,17,5,9,3.009946141,101.4785314,2
23/01/2016,3:14:42,foreigner ,male,fat,23,yes,toddler ,small,black,traditional,purple,long sleeve,purple,short,blankets,6,7,yes,15,0,21,3.072304975,101.3837955,3
27/12/2015,11:24:03,chinese,male,moderate,60,yes,young,small,red,casual,black,long sleeve,red,long,blankets,4,7,yes,21,3,11,3.040872428,101.4512562,1
14/02/2016,11:56:55,foreigner ,male,fat,40,no,young,small,yellow,casual,white,short_sleeve,blue  ,short,blankets,3,9,no,34,1,20,2.992140806,101.5259001,3
07/01/2016,11:33:53,indian,male,moderate,31,no,no_kids,big,orange,formal,orange,long sleeve,orange,short,blankets,5,8,no,53,2,19,3.029499007,101.4459665,3
19/01/2016,19:03:52,indian,female,fat,44,no,toddler,big,yellow,traditional,black ,short_sleeve,blue_jeans,long,clothes,5,10,yes,32,3,18,3.060094714,101.4586502,3
21/12/2015,7:32:48,chinese,male,fat,32,yes,baby,big,blue,formal,black ,long sleeve,orange,short,blankets,4,10,yes,56,5,17,3.026002832,101.4799705,2
26/01/2016,8:30:58,malay,male,thin,52,no,young,small,white,traditional,white,long sleeve,brown,long,blankets,4,8,yes,23,2,19,3.024775488,101.5142354,2
31/01/2016,1:26:55,indian,male,fat,19,yes,baby,big,brown,traditional,orange,long sleeve,green,short,blankets,3,7,no,35,4,8,3.069696465,101.514487,1
25/01/2016,11:54:48,chinese,female,fat,47,no,baby,big,purple,traditional,orange,long sleeve,blue ,short,blankets,3,8,no,54,5,10,3.073323703,101.476571,3
24/12/2015,4:32:23,chinese,male,thin,28,yes,baby,small,red,formal,yellow,long sleeve,black,short,clothes,3,9,yes,60,3,14,3.076686351,101.4272889,3
27/01/2016,9:36:07,foreigner ,male,fat,30,yes,young,small,grey,traditional,black ,short_sleeve,black,short,blankets,6,9,yes,37,4,21,3.087358166,101.4512235,1
10/12/2015,0:12:36,chinese,female,thin,31,yes,no_kids,small,black,formal,grey,short_sleeve,grey,long,clothes,6,10,yes,54,1,14,3.043893374,101.4089663,2
01/12/2015,5:59:00,indian,female,fat,33,no,no_kids,big,red,formal,grey,short_sleeve,black ,long,blankets,4,7,no,42,5,21,2.987871123,101.3956166,1
20/12/2015,5:20:46,malay,male,fat,30,yes,no_kids,small,white,casual,yellow,long sleeve,orange,short,blankets,6,10,yes,32,1,19,2.984152789,101.5172801,3
10/02/2016,12:28:10,malay,female,fat,26,yes,young,small,white,casual,grey,short_sleeve,red,short,blankets,6,7,no,49,4,18,3.069848864,101.4538616,3
20/01/2016,0:15:13,malay,female,moderate,45,no,young,big,pink,casual,blue,short_sleeve,green,short,clothes,5,8,no,46,2,19,3.052765362,101.4060629,2
08/01/2016,11:25:34,indian,male,fat,56,yes,toddler ,small,red,casual,black ,long sleeve,brown,short,blankets,5,10,no,44,1,19,3.079456149,101.4904768,1
06/02/2016,20:31:06,foreigner ,female,moderate,51,no,toddler ,big,grey,formal,pink,long sleeve,black,long,blankets,6,9,no,37,0,19,3.02377201,101.5326322,2
31/12/2015,15:04:17,indian,male,fat,57,no,baby,small,purple,formal,green,long sleeve,blue  ,short,blankets,5,9,yes,36,3,20,3.064304728,101.4541341,3
07/01/2016,16:13:08,indian,female,fat,24,no,baby,big,purple,formal,orange,long sleeve,blue,long,clothes,3,10,no,38,3,19,3.024988827,101.4152872,1
26/01/2016,18:58:52,chinese,female,fat,51,no,young,big,orange,formal,black,short_sleeve,blue  ,long,blankets,3,10,yes,44,5,19,3.003681428,101.4600853,3
06/12/2015,8:04:53,indian,female,fat,46,yes,baby,big,green,casual,yellow,short_sleeve,grey,long,blankets,4,10,no,13,4,20,3.025764296,101.3901744,2
29/01/2016,23:15:41,indian,female,fat,57,yes,baby,small,brown,formal,purple,long sleeve,pink,short,clothes,3,10,no,47,4,9,3.018995682,101.4031408,2
19/02/2016,20:24:04,malay,male,fat,57,no,young,small,purple,traditional,white,long sleeve,purple,long,blankets,4,7,yes,14,4,10,3.074651763,101.4648761,1
29/02/2016,18:29:05,chinese,male,thin,50,yes,no_kids,big,purple,casual,yellow,short_sleeve,green,long,blankets,5,9,yes,26,2,13,3.004740464,101.4081037,1
31/01/2016,0:52:45,foreigner ,female,thin,24,no,no_kids,big,red,traditional,pink,long sleeve,red,long,clothes,4,8,yes,11,5,21,3.076523986,101.4789574,1
01/01/2016,7:43:04,indian,male,thin,49,no,young,big,white,traditional,orange,long sleeve,blue,long,clothes,3,8,yes,36,2,20,3.040804838,101.4594607,2
09/02/2016,5:16:08,malay,female,moderate,46,yes,no_kids,small,grey,formal,red,short_sleeve,purple,long,blankets,3,10,no,31,5,15,3.068137109,101.4777978,1
28/02/2016,11:39:05,foreigner ,female,fat,49,yes,toddler,small,black,casual,pink,short_sleeve,red,long,clothes,6,7,yes,24,3,10,2.997406552,101.3916206,2
14/02/2016,5:24:35,foreigner ,female,moderate,26,no,toddler,small,red,traditional,white,short_sleeve,blue ,short,clothes,3,10,no,26,3,7,3.014212736,101.5535958,2
18/12/2015,14:17:58,malay,male,moderate,34,no,baby,big,pink,casual,white,long sleeve,black,long,blankets,4,9,no,23,3,9,2.993146589,101.4755885,2
01/01/2016,21:43:36,chinese,male,moderate,48,yes,toddler ,big,black,traditional,grey,long sleeve,pink,short,blankets,3,8,no,42,4,19,3.088089601,101.3929466,2
01/01/2016,21:04:44,indian,male,moderate,56,yes,toddler,small,blue,traditional,purple,short_sleeve,purple,short,blankets,6,10,no,44,2,14,3.00543162,101.4904629,2
23/02/2016,12:28:37,indian,male,moderate,34,yes,no_kids,big,grey,casual,yellow,long sleeve,grey,short,clothes,6,9,no,27,2,19,2.98547119,101.5451705,3
29/02/2016,2:10:14,malay,male,moderate,48,yes,young,big,red,traditional,blue,long sleeve,blue_jeans,long,blankets,4,7,yes,14,4,8,2.996052844,101.3900021,1
09/01/2016,15:55:57,indian,female,moderate,57,no,baby,small,yellow,casual,blue,short_sleeve,grey,long,blankets,5,7,yes,32,5,12,3.005654648,101.4885554,1
20/01/2016,8:31:44,foreigner ,male,moderate,44,yes,young,big,white,casual,blue,long sleeve,orange,short,blankets,5,9,no,49,1,17,3.090375483,101.46503,2
13/02/2016,8:49:42,malay,male,moderate,36,no,young,big,grey,traditional,blue,short_sleeve,red,long,blankets,5,8,no,51,4,14,3.044465184,101.4585792,2
08/01/2016,20:11:12,malay,male,thin,39,no,toddler ,small,orange,casual,blue,long sleeve,white,short,blankets,5,9,yes,49,1,19,3.04458708,101.4274447,2
07/02/2016,19:21:43,foreigner ,female,thin,38,no,baby,big,white,traditional,white,short_sleeve,purple,long,clothes,6,8,no,49,4,11,3.062528288,101.5064023,3
09/01/2016,6:40:20,indian,female,fat,41,no,toddler,big,purple,formal,brown,long sleeve,blue ,short,clothes,3,10,no,14,2,20,3.042832744,101.5332092,2
18/02/2016,16:31:18,indian,male,thin,29,yes,toddler,big,pink,traditional,black ,long sleeve,pink,short,blankets,3,9,yes,38,0,17,3.058666919,101.4676143,1
14/12/2015,22:38:54,chinese,female,moderate,49,no,baby,small,grey,casual,black ,long sleeve,blue,long,clothes,5,10,no,11,4,14,3.079180522,101.4838915,2
05/01/2016,6:48:32,indian,male,moderate,57,yes,toddler,big,green,formal,brown,short_sleeve,yellow,long,blankets,3,9,no,25,4,7,2.992505038,101.5230118,2
12/12/2015,22:55:29,malay,female,moderate,55,no,baby,big,red,traditional,black,short_sleeve,yellow,short,clothes,3,9,no,43,1,14,3.079573908,101.3877887,1
14/02/2016,10:13:17,malay,male,moderate,33,no,toddler ,small,grey,casual,blue,short_sleeve,white,short,clothes,3,10,yes,33,1,8,3.071068894,101.5549569,2
24/01/2016,2:17:35,chinese,male,moderate,46,yes,no_kids,big,black,casual,white,long sleeve,black,short,clothes,4,9,no,34,3,19,3.073367525,101.4504786,1
06/01/2016,8:24:19,indian,female,moderate,32,yes,toddler,small,white,formal,blue,short_sleeve,pink,long,clothes,3,9,no,25,0,7,3.0651081,101.4315347,3
21/02/2016,0:16:00,malay,female,moderate,56,no,baby,small,pink,casual,black,short_sleeve,blue,short,clothes,6,10,no,18,5,17,3.058321828,101.4719201,2
14/02/2016,23:15:29,foreigner ,male,thin,27,yes,no_kids,small,orange,traditional,black,long sleeve,black,short,clothes,4,7,no,56,5,14,3.058828775,101.4533382,3
21/01/2016,8:17:51,foreigner ,male,thin,36,yes,no_kids,big,purple,formal,grey,long sleeve,purple,long,clothes,6,9,no,42,4,10,3.001348405,101.4546298,2
04/01/2016,17:49:06,malay,male,thin,47,no,toddler ,big,purple,casual,red,short_sleeve,blue_jeans,long,clothes,5,9,no,54,3,9,3.037918988,101.5006554,3
28/01/2016,10:52:15,chinese,female,moderate,21,yes,no_kids,big,green,traditional,red,short_sleeve,pink,long,clothes,5,9,no,17,4,16,3.016095377,101.4948828,3
19/02/2016,20:33:40,indian,female,fat,40,yes,baby,big,brown,formal,yellow,long sleeve,orange,short,clothes,5,10,yes,23,3,10,3.010362024,101.5162555,2
29/12/2015,10:05:45,indian,female,moderate,27,no,young,big,yellow,formal,pink,long sleeve,blue_jeans,long,blankets,4,9,no,59,2,18,3.065603893,101.400275,2
10/12/2015,10:42:13,chinese,female,thin,36,no,toddler ,small,purple,casual,black,short_sleeve,blue_jeans,short,blankets,6,7,yes,45,1,20,3.05095755,101.3949526,2
09/12/2015,5:26:13,malay,male,thin,28,no,young,big,purple,traditional,red,long sleeve,pink,long,clothes,4,9,no,23,3,21,3.093550172,101.4399695,3
18/12/2015,2:44:09,malay,male,fat,21,no,toddler ,big,black,casual,red,short_sleeve,blue_jeans,long,clothes,6,8,no,22,4,14,2.986198636,101.4694279,3
26/12/2015,9:55:14,indian,female,fat,29,no,young,big,green,formal,brown,long sleeve,red,short,blankets,5,9,yes,47,0,19,2.997693527,101.4958312,2
29/01/2016,13:53:51,indian,male,thin,38,yes,toddler,small,pink,formal,green,short_sleeve,grey,long,blankets,6,8,yes,20,5,7,3.066610189,101.5331657,1
29/01/2016,15:24:27,chinese,male,fat,53,no,toddler ,big,blue,formal,blue,long sleeve,grey,short,blankets,6,8,yes,56,4,15,3.084444814,101.4346306,2
28/01/2016,2:26:29,chinese,female,fat,48,no,toddler,big,orange,casual,green,short_sleeve,blue  ,long,clothes,4,7,yes,26,2,17,3.024382216,101.5538125,1
19/12/2015,17:30:20,chinese,female,thin,24,yes,young,big,purple,formal,red,short_sleeve,blue,long,clothes,5,8,yes,21,5,9,3.032998965,101.451702,2
13/12/2015,4:14:09,foreigner ,male,fat,20,no,baby,big,orange,casual,grey,long sleeve,grey,long,clothes,4,9,yes,40,4,11,3.08859888,101.4127401,2
02/12/2015,11:23:14,chinese,female,thin,26,yes,no_kids,big,brown,casual,pink,short_sleeve,yellow,short,blankets,5,9,no,14,0,18,3.037541863,101.4661682,1
28/12/2015,0:20:44,chinese,female,moderate,55,yes,no_kids,big,black,casual,pink,short_sleeve,purple,long,clothes,5,9,yes,52,5,16,3.067913773,101.4572052,2
11/12/2015,4:00:34,chinese,female,thin,58,yes,toddler ,big,red,formal,grey,long sleeve,red,long,clothes,5,8,no,21,4,17,3.081568714,101.4992908,3
06/02/2016,8:00:58,chinese,male,moderate,20,yes,no_kids,small,red,traditional,green,short_sleeve,yellow,long,blankets,6,8,no,28,2,12,3.089233228,101.4261308,2
31/01/2016,0:46:43,foreigner ,female,fat,35,no,young,big,grey,casual,white,short_sleeve,blue ,long,clothes,4,10,no,31,1,21,3.075819136,101.4001003,1
17/12/2015,18:34:28,foreigner ,male,thin,35,yes,toddler,big,orange,formal,black,short_sleeve,blue ,long,clothes,6,7,no,12,0,20,3.074634319,101.5312774,1
28/12/2015,21:56:56,chinese,male,thin,25,no,baby,big,brown,formal,black ,long sleeve,brown,short,blankets,5,9,no,57,0,17,3.029907458,101.5046254,1
07/12/2015,22:42:05,foreigner ,female,fat,48,yes,baby,small,brown,casual,green,long sleeve,white,long,blankets,4,8,no,47,2,10,3.093502444,101.4123156,2
01/12/2015,20:47:25,foreigner ,male,thin,44,no,no_kids,small,grey,casual,brown,long sleeve,orange,short,blankets,3,10,no,46,2,16,3.053840966,101.387673,1
08/12/2015,1:44:49,indian,male,thin,48,yes,young,small,orange,casual,orange,short_sleeve,blue  ,short,blankets,4,10,no,37,4,16,3.022214955,101.4044755,1
26/12/2015,16:54:25,foreigner ,female,thin,50,yes,no_kids,big,pink,casual,brown,short_sleeve,white,short,blankets,5,9,yes,43,5,13,3.04463637,101.4872778,1
06/02/2016,23:54:11,indian,female,fat,59,yes,toddler,big,blue,casual,brown,short_sleeve,blue,short,blankets,4,10,no,32,2,11,3.095844755,101.5524378,2
29/01/2016,18:41:12,chinese,male,thin,41,yes,toddler,big,black,casual,orange,short_sleeve,pink,short,blankets,5,7,yes,31,5,9,3.08376801,101.4808737,2
06/01/2016,23:50:42,chinese,female,fat,56,yes,young,big,white,traditional,purple,long sleeve,purple,long,clothes,3,7,no,19,0,18,3.084152847,101.4427792,1
14/01/2016,2:43:48,foreigner ,male,fat,59,yes,toddler ,big,black,formal,pink,short_sleeve,green,long,clothes,5,8,yes,33,2,21,3.00663911,101.4734478,2
24/02/2016,20:07:09,chinese,female,fat,20,no,toddler ,small,purple,traditional,green,long sleeve,yellow,short,clothes,5,10,no,31,5,20,3.044005779,101.5422708,1
11/02/2016,7:22:23,foreigner ,male,thin,23,no,no_kids,big,pink,traditional,black,long sleeve,pink,long,clothes,4,9,yes,30,0,15,2.984555332,101.5325,2
08/01/2016,6:56:53,malay,male,moderate,30,no,no_kids,small,red,casual,orange,short_sleeve,pink,short,blankets,3,10,yes,60,3,11,3.052720292,101.5475707,1
12/01/2016,13:03:21,chinese,female,moderate,20,no,baby,big,red,traditional,black,long sleeve,black ,long,blankets,6,10,no,35,4,19,3.068217848,101.4448118,3
06/01/2016,9:38:37,malay,female,fat,23,yes,baby,big,purple,formal,brown,short_sleeve,blue_jeans,short,clothes,3,8,no,18,4,10,3.055725625,101.4454319,1
07/02/2016,4:39:27,malay,male,moderate,21,yes,no_kids,big,white,formal,brown,long sleeve,brown,short,clothes,6,9,yes,57,0,9,3.088169508,101.3827006,3
01/03/2016,5:25:46,malay,male,thin,42,no,young,small,white,traditional,red,short_sleeve,purple,short,blankets,6,8,yes,51,3,15,3.046673644,101.4700939,3
14/12/2015,8:17:01,malay,male,fat,50,no,baby,small,purple,casual,pink,short_sleeve,red,long,clothes,3,8,no,52,5,9,3.005418171,101.4559029,2
14/12/2015,12:06:43,malay,female,fat,56,no,toddler ,small,blue,traditional,purple,short_sleeve,pink,short,clothes,5,7,no,23,1,17,3.017495824,101.49932,2
11/01/2016,14:09:23,indian,male,thin,29,no,toddler,small,green,casual,purple,long sleeve,brown,short,clothes,3,9,no,55,2,7,3.069113078,101.5174181,2
11/02/2016,6:21:56,foreigner ,female,thin,55,yes,toddler,big,grey,formal,brown,long sleeve,orange,short,clothes,5,8,no,43,0,7,3.028522145,101.4134725,3
07/12/2015,8:03:22,chinese,female,moderate,50,yes,toddler,small,red,casual,black,short_sleeve,white,long,blankets,6,10,no,23,1,21,3.017174299,101.4750049,3
13/12/2015,18:31:25,malay,male,moderate,34,no,no_kids,big,grey,formal,green,short_sleeve,white,long,clothes,4,10,yes,47,5,10,3.053519844,101.5216256,1
04/12/2015,10:43:55,foreigner ,female,moderate,22,no,toddler,small,black,formal,purple,short_sleeve,blue ,long,blankets,4,10,yes,32,5,7,3.065335169,101.4104224,3
17/12/2015,23:18:30,chinese,male,thin,24,yes,baby,big,black,traditional,white,long sleeve,white,long,clothes,6,9,yes,31,1,13,3.068079262,101.3998023,3
06/12/2015,3:00:17,chinese,male,moderate,46,yes,baby,big,yellow,casual,brown,short_sleeve,purple,short,blankets,5,7,yes,45,4,19,3.087738342,101.5027896,3
10/01/2016,9:28:07,foreigner ,female,moderate,41,yes,toddler ,big,black,formal,pink,short_sleeve,white,short,blankets,6,8,yes,60,0,18,2.996567893,101.5290997,3
25/01/2016,5:19:44,chinese,male,fat,37,yes,toddler ,big,yellow,traditional,white,short_sleeve,green,short,clothes,5,7,yes,58,4,12,3.060660634,101.5067551,1
30/12/2015,9:51:19,indian,female,moderate,54,yes,toddler ,big,green,traditional,yellow,short_sleeve,blue ,long,clothes,4,7,yes,36,5,19,3.039052593,101.4875447,3
23/01/2016,1:33:33,malay,female,thin,37,yes,toddler ,small,brown,traditional,green,long sleeve,blue  ,long,blankets,6,7,no,55,1,15,3.032341843,101.4808787,1
23/12/2015,19:56:43,foreigner ,male,fat,24,no,toddler ,big,white,traditional,black,long sleeve,blue  ,long,blankets,6,7,no,37,4,11,3.073260956,101.4149735,1
24/12/2015,10:41:52,foreigner ,female,moderate,55,yes,young,small,orange,traditional,grey,long sleeve,blue_jeans,long,blankets,5,7,yes,27,1,21,3.083002604,101.4340141,1
06/01/2016,17:27:30,foreigner ,male,thin,47,no,toddler,big,green,casual,green,long sleeve,blue_jeans,short,clothes,6,10,yes,59,4,8,3.000601583,101.4928932,3
29/01/2016,23:00:56,chinese,male,thin,59,yes,baby,small,brown,formal,yellow,short_sleeve,white,short,blankets,4,7,yes,34,1,21,3.043236498,101.4314198,2
04/01/2016,7:44:27,malay,male,moderate,49,no,toddler,big,yellow,casual,black,long sleeve,grey,short,blankets,4,7,yes,32,3,16,3.054975704,101.507195,2
09/02/2016,5:54:42,indian,female,moderate,18,no,young,big,white,formal,blue,long sleeve,blue  ,long,clothes,6,7,no,52,2,10,3.014746141,101.4000765,3
07/12/2015,3:47:33,indian,female,moderate,58,yes,baby,small,red,formal,pink,long sleeve,orange,short,blankets,5,7,no,34,3,14,3.041640742,101.4298868,3
27/02/2016,19:39:59,malay,male,moderate,18,no,no_kids,small,brown,traditional,brown,long sleeve,pink,short,clothes,3,9,yes,17,2,15,3.020701348,101.4676992,2
15/02/2016,8:55:14,foreigner ,male,thin,54,no,toddler,big,grey,formal,red,long sleeve,blue,short,blankets,6,9,no,29,4,10,3.06663218,101.3818539,2
18/12/2015,23:37:06,malay,female,moderate,49,no,toddler,big,yellow,formal,brown,short_sleeve,blue_jeans,long,blankets,4,8,no,11,3,7,3.038010431,101.401304,3
18/01/2016,20:34:36,chinese,female,fat,59,no,no_kids,big,black,formal,orange,short_sleeve,purple,short,blankets,3,10,no,33,5,11,3.08043799,101.4257286,3
07/01/2016,18:30:34,chinese,female,moderate,18,no,no_kids,big,green,casual,green,short_sleeve,blue_jeans,long,clothes,4,9,no,52,0,17,3.029614088,101.3876718,2
01/12/2015,22:04:14,foreigner ,male,thin,43,no,no_kids,big,green,formal,yellow,short_sleeve,blue_jeans,long,clothes,6,9,no,46,5,21,3.000779918,101.3794936,2
13/02/2016,14:09:00,malay,female,fat,52,no,no_kids,small,yellow,traditional,grey,short_sleeve,blue,long,blankets,6,8,yes,51,5,9,3.024639666,101.5244598,2
05/12/2015,14:51:02,chinese,male,moderate,19,yes,toddler,small,orange,traditional,black ,short_sleeve,red,short,clothes,3,7,yes,41,3,14,3.049048198,101.5296961,2
30/01/2016,19:45:20,indian,female,moderate,26,no,young,big,orange,formal,purple,long sleeve,blue  ,long,clothes,6,7,yes,14,0,9,3.003757177,101.5005622,2
11/12/2015,15:42:22,malay,male,fat,48,no,young,small,pink,formal,grey,short_sleeve,purple,short,clothes,6,7,yes,16,2,8,3.06829044,101.4408227,3
30/12/2015,3:55:17,foreigner ,female,fat,47,no,no_kids,small,purple,traditional,pink,short_sleeve,orange,short,clothes,6,9,yes,46,4,9,2.996837647,101.5121863,2
14/12/2015,14:48:03,chinese,female,thin,56,no,young,small,black,formal,black ,short_sleeve,grey,long,blankets,6,10,no,49,1,18,3.042903963,101.4633555,2
20/12/2015,2:21:18,foreigner ,male,moderate,50,no,toddler,big,white,formal,black,short_sleeve,blue  ,short,blankets,4,7,no,34,4,17,3.078614472,101.4675087,2
11/01/2016,6:37:26,indian,male,moderate,43,no,no_kids,small,yellow,formal,brown,short_sleeve,brown,short,blankets,5,9,yes,31,3,11,3.01727899,101.5133026,3
15/02/2016,23:18:28,malay,male,fat,50,yes,toddler ,big,green,formal,orange,short_sleeve,blue_jeans,long,clothes,3,9,yes,48,1,16,3.014436052,101.4286872,1
14/01/2016,18:26:30,malay,female,thin,50,no,no_kids,small,red,traditional,green,short_sleeve,blue_jeans,long,blankets,6,8,no,24,0,15,3.007521979,101.3977013,3
21/01/2016,9:54:37,chinese,female,moderate,28,no,young,small,brown,formal,pink,long sleeve,green,short,clothes,3,9,yes,51,2,16,3.074594212,101.5047457,2
17/12/2015,20:45:19,chinese,male,fat,54,yes,young,big,green,traditional,brown,short_sleeve,white,short,blankets,6,9,no,53,1,8,3.027261942,101.5091005,3
07/01/2016,15:29:52,foreigner ,male,moderate,45,yes,no_kids,big,green,casual,grey,short_sleeve,grey,long,blankets,4,8,yes,18,5,9,3.092658818,101.4627313,3
15/12/2015,17:07:27,malay,male,fat,42,yes,young,small,grey,casual,orange,short_sleeve,green,short,clothes,3,8,no,13,4,19,3.039149493,101.4739882,3
06/01/2016,8:19:18,chinese,female,fat,37,yes,toddler ,small,blue,casual,brown,short_sleeve,yellow,short,blankets,3,9,no,60,3,18,3.01406417,101.4236187,2
05/12/2015,9:26:38,foreigner ,male,moderate,39,yes,toddler ,big,brown,casual,orange,short_sleeve,brown,short,clothes,4,10,yes,49,3,15,3.039160734,101.468911,1
17/01/2016,12:26:18,foreigner ,female,fat,29,yes,no_kids,big,yellow,traditional,grey,short_sleeve,yellow,short,blankets,3,7,no,58,5,20,3.016634846,101.4835317,2
01/12/2015,8:17:10,malay,female,thin,42,no,baby,big,brown,traditional,green,long sleeve,yellow,short,clothes,4,10,no,45,0,7,3.071111375,101.5027553,2
19/01/2016,10:06:38,indian,male,thin,50,yes,no_kids,big,blue,casual,purple,long sleeve,red,long,blankets,3,7,yes,27,0,7,3.000549762,101.4942987,3
07/01/2016,14:34:35,chinese,female,thin,20,yes,toddler ,small,purple,formal,blue,short_sleeve,white,long,clothes,4,8,no,11,4,14,2.984293085,101.4495498,2
14/02/2016,0:03:17,indian,male,fat,22,yes,toddler ,big,blue,traditional,purple,short_sleeve,purple,long,clothes,5,8,no,54,0,19,3.03606566,101.5217481,2
14/01/2016,9:23:25,chinese,female,moderate,42,yes,no_kids,big,brown,formal,white,short_sleeve,blue_jeans,long,blankets,5,9,no,29,2,10,3.083477537,101.5078842,2
08/02/2016,5:32:50,chinese,male,fat,58,yes,toddler ,big,brown,formal,blue,short_sleeve,purple,short,blankets,5,9,yes,22,2,21,3.071616067,101.5461315,3
17/12/2015,6:17:21,chinese,male,fat,26,no,baby,big,pink,formal,purple,long sleeve,black ,long,blankets,3,10,yes,38,0,11,3.038726563,101.4293027,3
17/12/2015,10:16:33,foreigner ,female,fat,25,no,toddler ,big,pink,formal,green,short_sleeve,purple,long,clothes,3,9,no,22,5,17,3.025782981,101.4559884,1
11/12/2015,11:03:20,malay,male,moderate,19,no,toddler,big,yellow,traditional,brown,short_sleeve,red,long,clothes,4,9,no,52,1,13,3.019674981,101.4336028,3
06/12/2015,8:33:50,indian,female,fat,28,no,toddler ,big,green,casual,red,long sleeve,grey,long,blankets,5,7,no,34,4,12,3.095084935,101.5570122,1
24/12/2015,9:47:18,chinese,male,fat,37,no,no_kids,big,white,traditional,black,short_sleeve,brown,long,clothes,4,7,no,58,1,20,3.056645308,101.5242996,2
17/01/2016,6:22:25,indian,male,moderate,41,yes,baby,big,white,formal,purple,short_sleeve,black,long,clothes,3,7,no,19,0,21,3.065494518,101.5014171,1
06/02/2016,9:51:20,foreigner ,female,moderate,24,yes,young,small,black,traditional,pink,long sleeve,yellow,long,clothes,5,8,no,38,1,21,3.000481848,101.4036753,3
08/01/2016,17:20:22,malay,male,moderate,48,yes,no_kids,small,red,traditional,black,short_sleeve,black ,long,blankets,5,7,no,23,1,13,3.084127618,101.3817297,1
19/12/2015,13:10:23,malay,male,thin,51,no,baby,small,yellow,formal,orange,long sleeve,green,short,blankets,5,9,yes,37,4,13,3.060812799,101.523402,3
19/02/2016,5:47:37,malay,female,fat,60,no,no_kids,big,brown,traditional,orange,short_sleeve,orange,short,blankets,6,7,no,21,2,14,3.065128881,101.405053,2
01/01/2016,2:11:15,foreigner ,female,fat,35,yes,toddler,big,grey,casual,pink,long sleeve,red,long,clothes,5,10,no,29,5,9,3.056371053,101.4013034,1
12/01/2016,11:59:19,chinese,male,moderate,18,no,toddler ,small,yellow,casual,green,short_sleeve,yellow,short,clothes,4,8,yes,47,0,18,3.036203622,101.4965283,1
17/01/2016,4:32:02,foreigner ,male,thin,56,yes,toddler ,big,black,traditional,red,long sleeve,blue  ,long,blankets,3,8,no,23,5,21,3.025978613,101.4718707,3
22/12/2015,5:47:45,foreigner ,male,thin,47,no,toddler,big,blue,traditional,brown,short_sleeve,white,long,blankets,3,8,no,18,2,14,3.091041951,101.4347991,3
